Rep,SampID,replicate,Batch,SizeFrac,Compound,min.area.flag,blk.ratio.flag,Adjusted_Area
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Isethionic acid,NA,NA,2671531135.651436
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,666037209.3802221
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,L-Cysteic acid,Flag,Flag,9599
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Sucrose,NA,Flag,401191.75
170706_Smp_S6E37D15_A,S6E37D15,A,G2,full,Trehalose,NA,NA,17041967.794432554
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,beta-Alanine,NA,NA,33129949.564364843
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Alanine,NA,NA,24183448.205265425
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Sarcosine,NA,NA,3850120
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Serine,NA,NA,3491013.97593431
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Proline,NA,NA,401247561.11928874
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Glycine betaine,NA,NA,24288196608
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Threonine,NA,NA,4910202.030087692
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Dimethylsulfonioacetate,NA,NA,2752750080
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,beta-Alaninebetaine,NA,NA,10232329216
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Isoleucine,NA,NA,985736191.582628
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Asparagine,NA,NA,8628410.582791954
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Aspartic acid,NA,NA,4350759.03788445
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Dimethylsulfoniopropionate,NA,NA,9886022656
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Homarine,NA,NA,5852804096
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Trigonelline,NA,NA,3722513920
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Ectoine,NA,NA,42799768
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Proline betaine,NA,NA,393226048
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,(3-Carboxypropyl)trimethylammonium,NA,NA,970378240
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Glutamine,NA,NA,155197601.25568432
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Lysine,NA,NA,42433652
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,beta-Glutamic acid,NA,NA,2357680.790921912
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Glutamic acid,NA,NA,163489008.26518244
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Hydroxyisoleucine,NA,NA,558181952
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Methionine,NA,NA,137642392.85462826
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,5-Hydroxyectoine,NA,NA,11213410.294499844
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Betonicine,NA,NA,414218720
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Carnitine,NA,NA,1502903808
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Arginine,NA,NA,203963425.70157376
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Arsenobetaine,NA,NA,7464767
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Gonyol,NA,NA,1095803271.0448751
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Tyrosine,NA,NA,80024189.93281555
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,2-O-alpha-D-Glucosylglycerol,NA,NA,7499247.936222853
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Threonine Betaine (tentative),NA,NA,103784504
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Homoserine Betaine (tentative),NA,NA,1111275264
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Taurine,NA,NA,569500986.1781086
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Isethionic acid,NA,NA,2595722106.598021
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,584731188.3414391
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,L-Cysteic acid,Flag,Flag,9599
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Sucrose,NA,Flag,401191.75
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,Trehalose,NA,NA,19368686.51710457
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,beta-Alanine,NA,NA,26403927.693156365
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Alanine,NA,NA,22822393.098508384
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Sarcosine,NA,NA,2712556
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Serine,NA,NA,6362930.076317112
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Proline,NA,NA,367168585.30256
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Glycine betaine,NA,NA,23725473792
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Threonine,NA,NA,7537545.373598874
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Dimethylsulfonioacetate,NA,NA,1904136192
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,beta-Alaninebetaine,NA,NA,9242299392
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Isoleucine,NA,NA,833764833.5682383
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Asparagine,NA,NA,8512041.02047365
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Aspartic acid,NA,NA,3890897.199426102
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Dimethylsulfoniopropionate,NA,NA,3538414848
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Homarine,NA,NA,5058710016
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Trigonelline,NA,NA,3427937280
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Ectoine,NA,NA,49652060
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Proline betaine,NA,NA,349627616
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,(3-Carboxypropyl)trimethylammonium,NA,NA,732593088
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Glutamine,NA,NA,147209858.86277038
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Lysine,NA,NA,46451028
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,beta-Glutamic acid,NA,NA,1088943.7812686902
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Glutamic acid,NA,NA,107982494.58866818
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Hydroxyisoleucine,NA,NA,451533664
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Methionine,NA,NA,126537844.51872076
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,5-Hydroxyectoine,NA,NA,6829649.096211665
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Betonicine,NA,NA,343862400
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Carnitine,NA,NA,1310068480
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Arginine,NA,NA,210585278.8229794
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Arsenobetaine,NA,NA,7416937
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Gonyol,NA,NA,1178742677.7077827
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Tyrosine,NA,NA,82387202.98518318
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,2-O-alpha-D-Glucosylglycerol,NA,NA,6477035.01927043
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Threonine Betaine (tentative),NA,NA,114488784
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Homoserine Betaine (tentative),NA,NA,900386176
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Taurine,NA,NA,425218635.67642254
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Isethionic acid,NA,NA,2271938192.2543917
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,708843877.555557
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,L-Cysteic acid,NA,NA,4955794.580599979
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Sucrose,NA,NA,5341936.28421136
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,Trehalose,NA,NA,10434668.98419625
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,beta-Alanine,NA,NA,4949225.6436877055
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Alanine,NA,NA,4170136.5242904574
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Sarcosine,NA,NA,296608
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Serine,NA,NA,527949.6602269491
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Proline,NA,NA,79406277.79823948
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Glycine betaine,NA,NA,5343512576
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Threonine,NA,NA,737060.3116767172
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Dimethylsulfonioacetate,NA,NA,411832096
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,beta-Alaninebetaine,NA,NA,2538446080
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Isoleucine,NA,NA,191075716.76196897
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Asparagine,NA,NA,1953561.819248872
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Aspartic acid,NA,NA,905214.998415527
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Dimethylsulfoniopropionate,NA,NA,231296416
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Homarine,NA,NA,1304066432
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Trigonelline,NA,NA,262425376
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Ectoine,NA,NA,13845242
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Proline betaine,NA,NA,130811848
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,(3-Carboxypropyl)trimethylammonium,NA,NA,131005280
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Glutamine,NA,NA,22049397.0685876
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Lysine,NA,NA,2892042
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,beta-Glutamic acid,NA,NA,818179.4221817582
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Glutamic acid,NA,NA,92746672.3714173
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Hydroxyisoleucine,NA,NA,186235456
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Methionine,NA,NA,7083513.782060664
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,5-Hydroxyectoine,NA,NA,2211908.701515706
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Betonicine,NA,NA,181767280
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Carnitine,NA,NA,330315808
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Arginine,NA,NA,8480667.080096679
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Arsenobetaine,NA,NA,2605456
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Gonyol,NA,NA,58350565.54945952
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Tyrosine,NA,NA,11897005.422495682
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,2-O-alpha-D-Glucosylglycerol,NA,NA,656409.2805103968
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Threonine Betaine (tentative),NA,NA,11797795
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Homoserine Betaine (tentative),NA,NA,524701824
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Taurine,NA,NA,70018773.88892718
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Isethionic acid,NA,NA,1040887425.9786792
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,54810312.94557187
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,L-Cysteic acid,Flag,Flag,9599
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Sucrose,NA,Flag,401191.75
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,Trehalose,NA,NA,1125860.909459659
