Batch,Type,Organism,SampID,Compound,Detected
Diatom,Diatom,Fc,211215_Smp_Fc_A,Betonicine,No
Diatom,Diatom,Fc,211215_Smp_Fc_B,Betonicine,No
Diatom,Diatom,Fc,211215_Smp_Fc_C,Betonicine,No
Diatom,Diatom,Np,211215_Smp_Np_A,Betonicine,No
Diatom,Diatom,Np,211215_Smp_Np_C,Betonicine,No
Diatom,Diatom,Np,211215_Smp_Np_F,Betonicine,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Betonicine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Betonicine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Betonicine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,Betonicine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,Betonicine,Yes
Diatom,Diatom,To,211215_Smp_To_A,Betonicine,Yes
Diatom,Diatom,To,211215_Smp_To_B,Betonicine,Yes
Diatom,Diatom,To,211215_Smp_To_C,Betonicine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,Betonicine,No
Diatom,Diatom,Tp,211215_Smp_Tp_E,Betonicine,No
Diatom,Diatom,Tp,211215_Smp_Tp_F,Betonicine,No
Diatom,Diatom,Cy,211215_Smp_Cy_A,Carnitine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,Carnitine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,Carnitine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,Carnitine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,Carnitine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,Carnitine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,Carnitine,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,Carnitine,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,Carnitine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Carnitine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Carnitine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Carnitine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,Carnitine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,Carnitine,Yes
Diatom,Diatom,To,211215_Smp_To_A,Carnitine,Yes
Diatom,Diatom,To,211215_Smp_To_B,Carnitine,Yes
Diatom,Diatom,To,211215_Smp_To_C,Carnitine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,Carnitine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,Carnitine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,Carnitine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,Dimethylsulfonioacetate,No
Diatom,Diatom,Fc,211215_Smp_Fc_B,Dimethylsulfonioacetate,No
Diatom,Diatom,Fc,211215_Smp_Fc_C,Dimethylsulfonioacetate,No
Diatom,Diatom,Np,211215_Smp_Np_A,Dimethylsulfonioacetate,No
Diatom,Diatom,Np,211215_Smp_Np_C,Dimethylsulfonioacetate,No
Diatom,Diatom,Np,211215_Smp_Np_F,Dimethylsulfonioacetate,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,Dimethylsulfonioacetate,Yes
Diatom,Diatom,To,211215_Smp_To_A,Dimethylsulfonioacetate,Yes
Diatom,Diatom,To,211215_Smp_To_B,Dimethylsulfonioacetate,Yes
Diatom,Diatom,To,211215_Smp_To_C,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,Dimethylsulfonioacetate,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,Dimethylsulfoniopropionate,No
Diatom,Diatom,Np,211215_Smp_Np_C,Dimethylsulfoniopropionate,No
Diatom,Diatom,Np,211215_Smp_Np_F,Dimethylsulfoniopropionate,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,To,211215_Smp_To_A,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,To,211215_Smp_To_B,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,To,211215_Smp_To_C,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,Dimethylsulfoniopropionate,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,Ectoine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,Ectoine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,Ectoine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,Ectoine,No
Diatom,Diatom,Fc,211215_Smp_Fc_B,Ectoine,No
Diatom,Diatom,Fc,211215_Smp_Fc_C,Ectoine,No
Diatom,Diatom,Np,211215_Smp_Np_A,Ectoine,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,Ectoine,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,Ectoine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Ectoine,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Ectoine,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Ectoine,No
Diatom,Diatom,Pt,211215_Smp_Pt_C,Ectoine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,Ectoine,Yes
Diatom,Diatom,To,211215_Smp_To_A,Ectoine,Yes
Diatom,Diatom,To,211215_Smp_To_B,Ectoine,Yes
Diatom,Diatom,To,211215_Smp_To_C,Ectoine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,Ectoine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,Ectoine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,Ectoine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,Glycine betaine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,Glycine betaine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,Glycine betaine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,Glycine betaine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,Glycine betaine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,Glycine betaine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,Glycine betaine,No
Diatom,Diatom,Np,211215_Smp_Np_C,Glycine betaine,No
Diatom,Diatom,Np,211215_Smp_Np_F,Glycine betaine,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Glycine betaine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Glycine betaine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Glycine betaine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,Glycine betaine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,Glycine betaine,Yes
Diatom,Diatom,To,211215_Smp_To_A,Glycine betaine,Yes
Diatom,Diatom,To,211215_Smp_To_B,Glycine betaine,Yes
Diatom,Diatom,To,211215_Smp_To_C,Glycine betaine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,Glycine betaine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,Glycine betaine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,Glycine betaine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,Gonyol,No
Diatom,Diatom,Cy,211215_Smp_Cy_B,Gonyol,No
Diatom,Diatom,Cy,211215_Smp_Cy_C,Gonyol,No
Diatom,Diatom,Fc,211215_Smp_Fc_A,Gonyol,No
Diatom,Diatom,Fc,211215_Smp_Fc_B,Gonyol,No
Diatom,Diatom,Fc,211215_Smp_Fc_C,Gonyol,No
Diatom,Diatom,Np,211215_Smp_Np_A,Gonyol,No
Diatom,Diatom,Np,211215_Smp_Np_C,Gonyol,No
Diatom,Diatom,Np,211215_Smp_Np_F,Gonyol,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Gonyol,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Gonyol,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Gonyol,No
Diatom,Diatom,Pt,211215_Smp_Pt_C,Gonyol,No
Diatom,Diatom,Pt,211215_Smp_Pt_F,Gonyol,No
Diatom,Diatom,To,211215_Smp_To_A,Gonyol,No
Diatom,Diatom,To,211215_Smp_To_B,Gonyol,No
Diatom,Diatom,To,211215_Smp_To_C,Gonyol,No
Diatom,Diatom,Tp,211215_Smp_Tp_A,Gonyol,No
Diatom,Diatom,Tp,211215_Smp_Tp_E,Gonyol,No
Diatom,Diatom,Tp,211215_Smp_Tp_F,Gonyol,No
Diatom,Diatom,Cy,211215_Smp_Cy_A,Homarine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,Homarine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,Homarine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,Homarine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,Homarine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,Homarine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,Homarine,No
Diatom,Diatom,Np,211215_Smp_Np_C,Homarine,No
Diatom,Diatom,Np,211215_Smp_Np_F,Homarine,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Homarine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Homarine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Homarine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,Homarine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,Homarine,Yes
Diatom,Diatom,To,211215_Smp_To_A,Homarine,Yes
Diatom,Diatom,To,211215_Smp_To_B,Homarine,Yes
Diatom,Diatom,To,211215_Smp_To_C,Homarine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,Homarine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,Homarine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,Homarine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,Hydroxyisoleucine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,Hydroxyisoleucine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,Hydroxyisoleucine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,Hydroxyisoleucine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,Hydroxyisoleucine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,Hydroxyisoleucine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,Hydroxyisoleucine,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,Hydroxyisoleucine,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,Hydroxyisoleucine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Hydroxyisoleucine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Hydroxyisoleucine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Hydroxyisoleucine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,Hydroxyisoleucine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,Hydroxyisoleucine,Yes
Diatom,Diatom,To,211215_Smp_To_A,Hydroxyisoleucine,Yes
Diatom,Diatom,To,211215_Smp_To_B,Hydroxyisoleucine,Yes
Diatom,Diatom,To,211215_Smp_To_C,Hydroxyisoleucine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,Hydroxyisoleucine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,Hydroxyisoleucine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,Hydroxyisoleucine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Alanine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Alanine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Alanine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,L-Alanine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,L-Alanine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,L-Alanine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,L-Alanine,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,L-Alanine,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,L-Alanine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,L-Alanine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,L-Alanine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,L-Alanine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,L-Alanine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,L-Alanine,Yes
Diatom,Diatom,To,211215_Smp_To_A,L-Alanine,Yes
Diatom,Diatom,To,211215_Smp_To_B,L-Alanine,Yes
Diatom,Diatom,To,211215_Smp_To_C,L-Alanine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,L-Alanine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,L-Alanine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,L-Alanine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Arginine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Arginine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Arginine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,L-Arginine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,L-Arginine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,L-Arginine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,L-Arginine,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,L-Arginine,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,L-Arginine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,L-Arginine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,L-Arginine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,L-Arginine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,L-Arginine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,L-Arginine,Yes
Diatom,Diatom,To,211215_Smp_To_A,L-Arginine,Yes
Diatom,Diatom,To,211215_Smp_To_B,L-Arginine,Yes
Diatom,Diatom,To,211215_Smp_To_C,L-Arginine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,L-Arginine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,L-Arginine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,L-Arginine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Asparagine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Asparagine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Asparagine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,L-Asparagine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,L-Asparagine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,L-Asparagine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,L-Asparagine,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,L-Asparagine,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,L-Asparagine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,L-Asparagine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,L-Asparagine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,L-Asparagine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,L-Asparagine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,L-Asparagine,Yes
Diatom,Diatom,To,211215_Smp_To_A,L-Asparagine,Yes
Diatom,Diatom,To,211215_Smp_To_B,L-Asparagine,Yes
Diatom,Diatom,To,211215_Smp_To_C,L-Asparagine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,L-Asparagine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,L-Asparagine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,L-Asparagine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Aspartic acid,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Aspartic acid,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Aspartic acid,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,L-Aspartic acid,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,L-Aspartic acid,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,L-Aspartic acid,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,L-Aspartic acid,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,L-Aspartic acid,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,L-Aspartic acid,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,L-Aspartic acid,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,L-Aspartic acid,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,L-Aspartic acid,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,L-Aspartic acid,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,L-Aspartic acid,Yes
Diatom,Diatom,To,211215_Smp_To_A,L-Aspartic acid,Yes
Diatom,Diatom,To,211215_Smp_To_B,L-Aspartic acid,Yes
Diatom,Diatom,To,211215_Smp_To_C,L-Aspartic acid,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,L-Aspartic acid,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,L-Aspartic acid,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,L-Aspartic acid,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Glutamic acid,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Glutamic acid,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Glutamic acid,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,L-Glutamic acid,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,L-Glutamic acid,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,L-Glutamic acid,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,L-Glutamic acid,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,L-Glutamic acid,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,L-Glutamic acid,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,L-Glutamic acid,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,L-Glutamic acid,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,L-Glutamic acid,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,L-Glutamic acid,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,L-Glutamic acid,Yes
Diatom,Diatom,To,211215_Smp_To_A,L-Glutamic acid,Yes
Diatom,Diatom,To,211215_Smp_To_B,L-Glutamic acid,Yes
Diatom,Diatom,To,211215_Smp_To_C,L-Glutamic acid,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,L-Glutamic acid,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,L-Glutamic acid,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,L-Glutamic acid,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Glutamine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Glutamine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Glutamine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,L-Glutamine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,L-Glutamine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,L-Glutamine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,L-Glutamine,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,L-Glutamine,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,L-Glutamine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,L-Glutamine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,L-Glutamine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,L-Glutamine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,L-Glutamine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,L-Glutamine,Yes
Diatom,Diatom,To,211215_Smp_To_A,L-Glutamine,Yes
Diatom,Diatom,To,211215_Smp_To_B,L-Glutamine,Yes
Diatom,Diatom,To,211215_Smp_To_C,L-Glutamine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,L-Glutamine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,L-Glutamine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,L-Glutamine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Isoleucine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Isoleucine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Isoleucine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,L-Isoleucine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,L-Isoleucine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,L-Isoleucine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,L-Isoleucine,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,L-Isoleucine,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,L-Isoleucine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,L-Isoleucine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,L-Isoleucine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,L-Isoleucine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,L-Isoleucine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,L-Isoleucine,Yes
Diatom,Diatom,To,211215_Smp_To_A,L-Isoleucine,Yes
Diatom,Diatom,To,211215_Smp_To_B,L-Isoleucine,Yes
Diatom,Diatom,To,211215_Smp_To_C,L-Isoleucine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,L-Isoleucine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,L-Isoleucine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,L-Isoleucine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Lysine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Lysine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Lysine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,L-Lysine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,L-Lysine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,L-Lysine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,L-Lysine,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,L-Lysine,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,L-Lysine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,L-Lysine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,L-Lysine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,L-Lysine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,L-Lysine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,L-Lysine,Yes
Diatom,Diatom,To,211215_Smp_To_A,L-Lysine,Yes
Diatom,Diatom,To,211215_Smp_To_B,L-Lysine,Yes
Diatom,Diatom,To,211215_Smp_To_C,L-Lysine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,L-Lysine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,L-Lysine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,L-Lysine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Methionine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Methionine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Methionine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,L-Methionine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_B,L-Methionine,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_C,L-Methionine,Yes
Diatom,Diatom,Np,211215_Smp_Np_A,L-Methionine,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,L-Methionine,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,L-Methionine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,L-Methionine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,L-Methionine,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,L-Methionine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_C,L-Methionine,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,L-Methionine,Yes
Diatom,Diatom,To,211215_Smp_To_A,L-Methionine,Yes
Diatom,Diatom,To,211215_Smp_To_B,L-Methionine,Yes
Diatom,Diatom,To,211215_Smp_To_C,L-Methionine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,L-Methionine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,L-Methionine,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,L-Methionine,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_A,L-Proline,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,L-Proline,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,L-Proline,Yes
