Name,SampID,Batch,uM.in.vial.ave,uM_in_samp,uM_C_smp,uM_N_smp,uM_S_smp
L-Serine,211218_Smp_1545_A,Dino_Green,2.519568756924306,0.04031310011078889,0.12093930033236666,0.04031310011078889,NA
L-Serine,211218_Smp_1545_B,Dino_Green,2.5413601944696693,0.04066176311151472,0.12198528933454415,0.04066176311151472,NA
L-Serine,211218_Smp_1545_C,Dino_Green,1.932322051210998,0.030917152819375963,0.09275145845812789,0.030917152819375963,NA
L-Serine,211218_Smp_1771_A,Dino_Green,0.28289773516634914,0.004714962252772485,0.014144886758317455,0.004714962252772485,NA
L-Serine,211218_Smp_1771_B,Dino_Green,0.3096159864049734,0.0051602664400828896,0.015480799320248668,0.0051602664400828896,NA
L-Serine,211218_Smp_1771_C,Dino_Green,0.31139787543879127,0.0051899645906465204,0.015569893771939562,0.0051899645906465204,NA
L-Serine,211218_Smp_2021_A,Dino_Green,2.071377912536298,0.0169092074492759,0.0507276223478277,0.0169092074492759,NA
L-Serine,211218_Smp_2021_B,Dino_Green,2.2293858049241173,0.018199067795298916,0.05459720338589675,0.018199067795298916,NA
L-Serine,211218_Smp_2021_C,Dino_Green,1.145882495748254,0.019098041595804232,0.05729412478741269,0.019098041595804232,NA
L-Serine,211218_Smp_3430_A,Dino_Green,2.2769854962029257,0.03643176793924681,0.10929530381774043,0.03643176793924681,NA
L-Serine,211218_Smp_3430_B,Dino_Green,2.350234643686957,0.03760375429899131,0.11281126289697392,0.03760375429899131,NA
L-Serine,211218_Smp_3430_C,Dino_Green,2.130893862580893,0.03409430180129429,0.10228290540388287,0.03409430180129429,NA
L-Serine,220111_Blk_MediaBlk_A,Bacteria,4.93257230573089,NA,NA,NA,NA
L-Serine,220111_Blk_MediaBlk_AMS,Bacteria,0.035348870994182484,NA,NA,NA,NA
L-Serine,220111_Blk_MediaBlk_AOA,Bacteria,0.06086333600644056,NA,NA,NA,NA
L-Serine,220111_Blk_MediaBlk_B,Bacteria,5.39548436772091,NA,NA,NA,NA
L-Serine,220111_Smp_DSS3_A,Bacteria,3.7075252897692197,0.049433670530256255,0.14830101159076875,0.049433670530256255,NA
L-Serine,220111_Smp_DSS3_B,Bacteria,1.820069129068799,0.024267588387583985,0.07280276516275196,0.024267588387583985,NA
L-Serine,220111_Smp_DSS3_C,Bacteria,1.0602190752757,0.014136254337009333,0.042408763011028,0.014136254337009333,NA
L-Serine,220111_Smp_Och_A,Bacteria,4.356836683174371,0.05809115577565827,0.17427346732697482,0.05809115577565827,NA
L-Serine,220111_Smp_Och_B,Bacteria,4.658447495513206,0.06211263327350942,0.18633789982052826,0.06211263327350942,NA
L-Serine,220111_Smp_Och_C,Bacteria,4.846435532776421,0.06461914043701894,0.19385742131105682,0.06461914043701894,NA
L-Serine,220111_Smp_SA7_A,Bacteria,48.56472523456531,0.6475296697942041,1.9425890093826124,0.6475296697942041,NA
L-Serine,220111_Smp_SA7_B,Bacteria,43.05419588035325,0.6888671340856519,2.0666014022569557,0.6888671340856519,NA
L-Serine,220111_Smp_SA7_C,Bacteria,55.73862259925402,0.8918179615880644,2.675453884764193,0.8918179615880644,NA
L-Serine,220111_Smp_SA11_A,Bacteria,1.7594394219978122,0.023459192293304162,0.07037757687991249,0.023459192293304162,NA
L-Serine,220111_Smp_SA11_B,Bacteria,1.4125462262063246,0.018833949682750994,0.05650184904825298,0.018833949682750994,NA
L-Serine,220111_Smp_SA11_C,Bacteria,1.115519602125807,0.014873594695010758,0.04462078408503227,0.014873594695010758,NA
L-Serine,220111_Smp_SA16_A,Bacteria,2.167229629901322,0.02889639506535096,0.08668918519605287,0.02889639506535096,NA
L-Serine,220111_Smp_SA16_B,Bacteria,1.6878018210114554,0.022504024280152735,0.06751207284045821,0.022504024280152735,NA
L-Serine,220111_Smp_SA16_C,Bacteria,1.7699020170317852,0.0235986935604238,0.07079608068127141,0.0235986935604238,NA
L-Serine,220111_Smp_SA36_A,Bacteria,6.362270367388301,0.08483027156517733,0.25449081469553203,0.08483027156517733,NA
L-Serine,220111_Smp_SA36_B,Bacteria,10.135878985594067,0.13514505314125422,0.4054351594237626,0.13514505314125422,NA
L-Serine,220111_Smp_SA36_C,Bacteria,6.017527104272786,0.08023369472363716,0.24070108417091146,0.08023369472363716,NA
L-Serine,220111_Smp_SA42_A,Bacteria,3.461800558562177,0.04615734078082903,0.1384720223424871,0.04615734078082903,NA
L-Serine,220111_Smp_SA44_B,Bacteria,0.810443338020899,0.010805911173611986,0.032417733520835955,0.010805911173611986,NA
L-Serine,220111_Smp_SA44_C,Bacteria,0.5247166883925108,0.0069962225119001445,0.020988667535700434,0.0069962225119001445,NA
L-Serine,220111_Smp_SA48_A,Bacteria,0.2501701109266454,0.005003402218532907,0.01501020665559872,0.005003402218532907,NA
L-Serine,220111_Smp_SA48_B,Bacteria,0.2137768919305458,0.004275537838610916,0.012826613515832749,0.004275537838610916,NA
L-Serine,220111_Smp_SA48_C,Bacteria,0.473449208357474,0.006312656111432987,0.01893796833429896,0.006312656111432987,NA
L-Serine,220111_Smp_SA53_A,Bacteria,0.9895620057386697,0.013194160076515594,0.03958248022954678,0.013194160076515594,NA
L-Serine,220111_Smp_SA53_B,Bacteria,0.593987550924756,0.009503800814796095,0.028511402444388285,0.009503800814796095,NA
L-Serine,220111_Smp_SA53_C,Bacteria,0.7637299212987835,0.012219678740780535,0.03665903622234161,0.012219678740780535,NA
L-Serine,220111_Smp_SA55_A,Bacteria,6.508018803866512,0.08677358405155348,0.26032075215466044,0.08677358405155348,NA
L-Serine,220111_Smp_SA55_B,Bacteria,4.723742409934524,0.06298323213246032,0.18894969639738096,0.06298323213246032,NA
L-Serine,220111_Smp_SA55_C,Bacteria,NA,NA,NA,NA,NA
L-Serine,220111_Smp_SA59_A,Bacteria,0.6999989566087746,0.00933331942145033,0.027999958264350987,0.00933331942145033,NA
L-Serine,220111_Smp_SA59_B,Bacteria,0.6662107333141255,0.008882809777521672,0.02664842933256502,0.008882809777521672,NA
L-Serine,220111_Smp_SA59_C,Bacteria,10.205342154490621,0.1360712287265416,0.4082136861796248,0.1360712287265416,NA
L-Serine,220111_Smp_SA60_A,Bacteria,5.670389963346794,0.07560519951129058,0.22681559853387173,0.07560519951129058,NA
L-Serine,220111_Smp_SA60_B,Bacteria,6.656611119914567,0.10650577791863305,0.3195173337558992,0.10650577791863305,NA
L-Serine,220111_Smp_SCM1_Exp1,Bacteria,0.18465246547505867,4.924065746001564e-5,1.4772197238004692e-4,4.924065746001564e-5,NA
L-Serine,220111_Smp_SCM1_Exp2,Bacteria,0.17692255132750975,4.7179347020669263e-5,1.415380410620078e-4,4.7179347020669263e-5,NA
L-Serine,220111_Smp_SCM1_Exp3,Bacteria,0.31757981079670855,8.468794954578893e-5,2.5406384863736677e-4,8.468794954578893e-5,NA
L-Serine,220111_Smp_SCM1_St1,Bacteria,0.016995860432763833,NA,NA,NA,NA
L-Serine,220111_Smp_SCM1_St2,Bacteria,0.007387298949116714,NA,NA,NA,NA
L-Serine,220111_Smp_SCM1_St3,Bacteria,0.008794247796896713,NA,NA,NA,NA
L-Serine,220111_Smp_SCM1_St4,Bacteria,0.03322432576631172,NA,NA,NA,NA
L-Threonine,211215_Blk_MediaBlk_A,Diatom,0.002873190421413027,NA,NA,NA,NA
L-Threonine,211215_Blk_MediaBlk_B,Diatom,0,NA,NA,NA,NA
L-Threonine,211215_Blk_MediaBlk_Fc,Diatom,0.0023642284922928978,NA,NA,NA,NA
L-Threonine,211215_Blk_MediaBlk_Pc55x,Diatom,0.0032120521143180233,NA,NA,NA,NA
L-Threonine,211215_Blk_MediaBlk_Z,Diatom,7.902664544930905e-4,NA,NA,NA,NA
L-Threonine,211215_Smp_Cy_A,Diatom,21.913718339835032,0.14609145559890022,0.5843658223956009,0.14609145559890022,NA
L-Threonine,211215_Smp_Cy_B,Diatom,19.572301738413554,0.13048201158942369,0.5219280463576947,0.13048201158942369,NA
L-Threonine,211215_Smp_Cy_C,Diatom,42.201106384888504,0.28134070923259,1.12536283693036,0.28134070923259,NA
L-Threonine,211215_Smp_Fc_A,Diatom,5.273890835589542,NA,NA,NA,NA
L-Threonine,211215_Smp_Fc_B,Diatom,4.877831354962179,NA,NA,NA,NA
L-Threonine,211215_Smp_Fc_C,Diatom,5.27228321860664,NA,NA,NA,NA
L-Threonine,211215_Smp_Np_A,Diatom,1.67783431068269,0.007457041380811956,0.029828165523247824,0.007457041380811956,NA
L-Threonine,211215_Smp_Np_C,Diatom,2.115196311045159,0.008460785244180636,0.033843140976722544,0.008460785244180636,NA
L-Threonine,211215_Smp_Np_F,Diatom,1.8975280654959956,0.007590112261983982,0.030360449047935927,0.007590112261983982,NA
L-Threonine,211215_Smp_Pc55x_A,Diatom,2.758183854080253,0.014710313888428014,0.05884125555371206,0.014710313888428014,NA
L-Threonine,211215_Smp_Pc55x_B,Diatom,2.2893182617183108,0.01220969739583099,0.04883878958332396,0.01220969739583099,NA
L-Threonine,211215_Smp_Pc55x_C,Diatom,1.2444084932323216,0.006636845297239049,0.026547381188956196,0.006636845297239049,NA
L-Threonine,211215_Smp_Pt_C,Diatom,33.86665772769262,0.1354666309107705,0.541866523643082,0.1354666309107705,NA
L-Threonine,211215_Smp_Pt_F,Diatom,45.985417458722125,0.1839416698348885,0.735766679339554,0.1839416698348885,NA
L-Threonine,211215_Smp_To_A,Diatom,45.01573629978462,0.18006294519913849,0.7202517807965539,0.18006294519913849,NA
L-Threonine,211215_Smp_To_B,Diatom,54.62298630369363,0.21849194521477455,0.8739677808590982,0.21849194521477455,NA
L-Threonine,211215_Smp_To_C,Diatom,48.62352995506645,0.19449411982026582,0.7779764792810633,0.19449411982026582,NA
L-Threonine,211215_Smp_Tp_A,Diatom,40.592584001824484,0.14119159652808516,0.5647663861123406,0.14119159652808516,NA
L-Threonine,211215_Smp_Tp_E,Diatom,14.376636732320208,0.05750654692928083,0.23002618771712333,0.05750654692928083,NA
L-Threonine,211215_Smp_Tp_F,Diatom,13.809866622819989,0.048034318688069524,0.1921372747522781,0.048034318688069524,NA
L-Threonine,220111_Blk_MediaBlk_A,Bacteria,16.937330323681525,NA,NA,NA,NA
L-Threonine,220111_Blk_MediaBlk_AMS,Bacteria,0.0042722257708725266,NA,NA,NA,NA
L-Threonine,220111_Blk_MediaBlk_AOA,Bacteria,0,NA,NA,NA,NA
L-Threonine,220111_Blk_MediaBlk_B,Bacteria,16.72944329585229,NA,NA,NA,NA
L-Threonine,220111_Smp_DSS3_A,Bacteria,12.27783317250684,0.1637044423000912,0.6548177692003648,0.1637044423000912,NA
L-Threonine,220111_Smp_DSS3_B,Bacteria,6.149808148999555,0.08199744198666073,0.3279897679466429,0.08199744198666073,NA
L-Threonine,220111_Smp_DSS3_C,Bacteria,2.4528475753486374,0.03270463433798183,0.13081853735192733,0.03270463433798183,NA
L-Threonine,220111_Smp_Och_A,Bacteria,2.931237355637794,0.03908316474183725,0.156332658967349,0.03908316474183725,NA
L-Threonine,220111_Smp_Och_B,Bacteria,2.5306514871339503,0.03374201982845267,0.1349680793138107,0.03374201982845267,NA
L-Threonine,220111_Smp_Och_C,Bacteria,2.776167252185164,0.03701556336246885,0.1480622534498754,0.03701556336246885,NA
L-Threonine,220111_Smp_SA7_A,Bacteria,35.24328129201208,0.46991041722682764,1.8796416689073105,0.46991041722682764,NA
L-Threonine,220111_Smp_SA7_B,Bacteria,34.39065938548389,0.5502505501677423,2.201002200670969,0.5502505501677423,NA
L-Threonine,220111_Smp_SA7_C,Bacteria,37.6284017908547,0.6020544286536752,2.408217714614701,0.6020544286536752,NA
L-Threonine,220111_Smp_SA11_A,Bacteria,3.2473190182788683,0.043297586910384905,0.17319034764153962,0.043297586910384905,NA
L-Threonine,220111_Smp_SA11_B,Bacteria,2.9154696768342503,0.038872929024456666,0.15549171609782667,0.038872929024456666,NA
L-Threonine,220111_Smp_SA11_C,Bacteria,2.7817949754820157,0.03709059967309354,0.14836239869237416,0.03709059967309354,NA
L-Threonine,220111_Smp_SA16_A,Bacteria,3.5663704591569965,0.04755160612209329,0.19020642448837316,0.04755160612209329,NA
L-Threonine,220111_Smp_SA16_B,Bacteria,3.407467697656361,0.04543290263541814,0.18173161054167256,0.04543290263541814,NA
L-Threonine,220111_Smp_SA16_C,Bacteria,3.5942712002485284,0.04792361600331371,0.19169446401325485,0.04792361600331371,NA
L-Threonine,220111_Smp_SA36_A,Bacteria,20.738192330122303,0.27650923106829733,1.1060369242731893,0.27650923106829733,NA
L-Threonine,220111_Smp_SA36_B,Bacteria,23.12104212177741,0.3082805616236988,1.2331222464947953,0.3082805616236988,NA
L-Threonine,220111_Smp_SA36_C,Bacteria,20.09689151786395,0.2679585535715193,1.0718342142860773,0.2679585535715193,NA
L-Threonine,220111_Smp_SA42_A,Bacteria,1.4881452009984664,0.019841936013312887,0.07936774405325155,0.019841936013312887,NA
L-Threonine,220111_Smp_SA44_B,Bacteria,4.3990816122918055,0.05865442149722407,0.2346176859888963,0.05865442149722407,NA
L-Threonine,220111_Smp_SA44_C,Bacteria,1.4403992460632231,0.019205323280842974,0.0768212931233719,0.019205323280842974,NA
L-Threonine,220111_Smp_SA48_A,Bacteria,2.240240690301912,0.04480481380603824,0.17921925522415297,0.04480481380603824,NA
L-Threonine,220111_Smp_SA48_B,Bacteria,3.3624161668919736,0.06724832333783948,0.2689932933513579,0.06724832333783948,NA
L-Threonine,220111_Smp_SA48_C,Bacteria,1.995317407037969,0.026604232093839584,0.10641692837535834,0.026604232093839584,NA
L-Threonine,220111_Smp_SA53_A,Bacteria,2.8292230563295484,0.03772297408439398,0.1508918963375759,0.03772297408439398,NA
L-Threonine,220111_Smp_SA53_B,Bacteria,2.7741949382013784,0.044387119011222054,0.17754847604488821,0.044387119011222054,NA
L-Threonine,220111_Smp_SA53_C,Bacteria,2.604342858810495,0.04166948574096792,0.16667794296387167,0.04166948574096792,NA
L-Threonine,220111_Smp_SA55_A,Bacteria,6.518449973398194,0.08691266631197592,0.34765066524790367,0.08691266631197592,NA
L-Threonine,220111_Smp_SA55_B,Bacteria,3.3347204264209935,0.04446293901894658,0.17785175607578632,0.04446293901894658,NA
L-Threonine,220111_Smp_SA55_C,Bacteria,1.2646447602224995,0.016861930136299993,0.06744772054519997,0.016861930136299993,NA
L-Threonine,220111_Smp_SA59_A,Bacteria,18.98657406442028,0.2531543208589371,1.0126172834357483,0.2531543208589371,NA
L-Threonine,220111_Smp_SA59_B,Bacteria,17.937585303564305,0.23916780404752408,0.9566712161900963,0.23916780404752408,NA
L-Threonine,220111_Smp_SA59_C,Bacteria,15.77175997972089,0.2102901330629452,0.8411605322517808,0.2102901330629452,NA
L-Threonine,220111_Smp_SA60_A,Bacteria,13.700123434757947,0.1826683124634393,0.7306732498537571,0.1826683124634393,NA
L-Threonine,220111_Smp_SA60_B,Bacteria,15.206499411992482,0.2433039905918797,0.9732159623675188,0.2433039905918797,NA
L-Threonine,220111_Smp_SCM1_Exp1,Bacteria,0.5141675415535867,1.3711134441428977e-4,5.484453776571591e-4,1.3711134441428977e-4,NA
L-Threonine,220111_Smp_SCM1_Exp2,Bacteria,0.5397852350037501,1.4394272933433336e-4,5.757709173373335e-4,1.4394272933433336e-4,NA
L-Threonine,220111_Smp_SCM1_Exp3,Bacteria,0.5580809133880382,1.4882157690347686e-4,5.952863076139074e-4,1.4882157690347686e-4,NA
L-Threonine,220111_Smp_SCM1_St1,Bacteria,0.003917378043794018,NA,NA,NA,NA
L-Threonine,220111_Smp_SCM1_St2,Bacteria,0.0029429503249184972,NA,NA,NA,NA
L-Threonine,220111_Smp_SCM1_St3,Bacteria,0.0027616380861487885,NA,NA,NA,NA
L-Threonine,220111_Smp_SCM1_St4,Bacteria,0.011385433052436692,NA,NA,NA,NA
L-Threonine,211221_Blk_MediaBlk_1314P,Cyano,0,NA,NA,NA,NA
L-Threonine,211221_Blk_MediaBlk_A,Cyano,0,NA,NA,NA,NA
L-Threonine,211221_Blk_MediaBlk_As9601,Cyano,0,NA,NA,NA,NA
L-Threonine,211221_Blk_MediaBlk_C,Cyano,0,NA,NA,NA,NA
L-Threonine,211221_Blk_MediaBlk_Nat,Cyano,0,NA,NA,NA,NA
L-Threonine,211221_Smp_1314P_A,Cyano,0.0865701037709733,0.0013851216603355727,0.005540486641342291,0.0013851216603355727,NA
L-Threonine,211221_Smp_1314P_B,Cyano,0.15170030865524714,0.0024272049384839543,0.009708819753935817,0.0024272049384839543,NA
L-Threonine,211221_Smp_1314P_C,Cyano,0.029265911361577062,4.6825458178523303e-4,0.0018730183271409321,4.6825458178523303e-4,NA
L-Threonine,211221_Smp_7803_B,Cyano,3.2178704201358714,0.01608935210067936,0.06435740840271743,0.01608935210067936,NA
L-Threonine,211221_Smp_7803_F,Cyano,5.327093912128783,0.02663546956064391,0.10654187824257565,0.02663546956064391,NA
L-Threonine,211221_Smp_8102_A,Cyano,5.156059895193852,0.03437373263462569,0.13749493053850276,0.03437373263462569,NA
L-Threonine,211221_Smp_8102_F,Cyano,4.373237427036002,0.029154916180240006,0.11661966472096003,0.029154916180240006,NA
L-Threonine,211221_Smp_8501_B,Cyano,1.099721842322031,0.008797774738576247,0.035191098954304986,0.008797774738576247,NA
L-Threonine,211221_Smp_8501_C,Cyano,2.084316546977831,0.011116354917215097,0.04446541966886039,0.011116354917215097,NA
L-Threonine,211221_Smp_8501_D,Cyano,1.5138590649027388,0.012110872519221908,0.048443490076887634,0.012110872519221908,NA
L-Threonine,211221_Smp_As9601_A,Cyano,0.8072490390500568,0.01291598462480091,0.05166393849920364,0.01291598462480091,NA
L-Threonine,211221_Smp_As9601_B,Cyano,0.578737852101751,0.009259805633628018,0.03703922253451207,0.009259805633628018,NA
L-Threonine,211221_Smp_As9601_C,Cyano,0.8157283237423885,0.013051653179878215,0.05220661271951286,0.013051653179878215,NA
L-Threonine,211221_Smp_MED4_D,Cyano,1.2312911380615899,0.00615645569030795,0.0246258227612318,0.00615645569030795,NA
L-Threonine,211221_Smp_MED4_E,Cyano,2.2867359284693807,0.011433679642346904,0.045734718569387614,0.011433679642346904,NA
L-Threonine,211221_Smp_MED4_F,Cyano,1.6206833036821846,0.008103416518410922,0.03241366607364369,0.008103416518410922,NA
L-Threonine,211221_Smp_Nat_A,Cyano,0.6070322096538523,0.009712515354461637,0.03885006141784655,0.009712515354461637,NA
L-Threonine,211221_Smp_Nat_B,Cyano,0.5662506222860269,0.00906000995657643,0.03624003982630572,0.00906000995657643,NA
L-Threonine,211221_Smp_Nat_C,Cyano,0.5100822068071693,0.008161315308914709,0.032645261235658835,0.008161315308914709,NA
L-Threonine,220104_Blk_MediaBlk_C,Haptophyte,0.012999426339211181,NA,NA,NA,NA
L-Threonine,220104_Blk_MediaBlk_H,Haptophyte,7.293159972773457e-4,NA,NA,NA,NA
L-Threonine,220104_Blk_MediaBlk_LInoSi,Haptophyte,0.01865560421687353,NA,NA,NA,NA
L-Threonine,220104_Blk_MediaBlk_RAC5,Haptophyte,0.08961527650699343,NA,NA,NA,NA
L-Threonine,220104_Smp_116-1_A,Haptophyte,0.3127223208168614,NA,NA,NA,NA
L-Threonine,220104_Smp_116-1_B,Haptophyte,0.3078681885588403,NA,NA,NA,NA
L-Threonine,220104_Smp_116-1_C,Haptophyte,0.21213545305709242,NA,NA,NA,NA
L-Threonine,220104_Smp_371_A,Haptophyte,0.3995745879352917,0.0021310644689882226,0.00852425787595289,0.0021310644689882226,NA
L-Threonine,220104_Smp_371_B,Haptophyte,0.410903184430768,0.0021914836502974298,0.008765934601189719,0.0021914836502974298,NA
L-Threonine,220104_Smp_371_C,Haptophyte,0.38315811397068206,0.003065264911765456,0.012261059647061824,0.003065264911765456,NA
L-Threonine,220104_Smp_2090_A,Haptophyte,0.5118064004620008,0.004549390226328896,0.018197560905315584,0.004549390226328896,NA
L-Threonine,220104_Smp_2090_B,Haptophyte,0.6101310484187611,0.0048810483873500884,0.019524193549400354,0.0048810483873500884,NA
L-Threonine,220104_Smp_2090_C,Haptophyte,0.9202277194183133,0.007361821755346506,0.029447287021386024,0.007361821755346506,NA
L-Threonine,220104_Smp_Ca_A,Haptophyte,0.6605165926588855,NA,NA,NA,NA
L-Threonine,220104_Smp_Ca_B,Haptophyte,0.8667560650805728,NA,NA,NA,NA
L-Threonine,220104_Smp_Ca_C,Haptophyte,1.0150068863805413,NA,NA,NA,NA
L-Threonine,220104_Smp_Cr_A,Haptophyte,1.9659111000766725,NA,NA,NA,NA
L-Threonine,220104_Smp_Cr_B,Haptophyte,2.0545746785073624,NA,NA,NA,NA
L-Threonine,220104_Smp_Cr_C,Haptophyte,2.058641659964096,NA,NA,NA,NA
L-Threonine,220104_Smp_Cs_A,Haptophyte,1.0195326867859202,NA,NA,NA,NA
L-Threonine,220104_Smp_Cs_B,Haptophyte,1.082311725215834,NA,NA,NA,NA
L-Threonine,220104_Smp_Cs_C,Haptophyte,1.0529725451424052,NA,NA,NA,NA
L-Threonine,220104_Smp_P3_A,Haptophyte,0.4295344912100969,NA,NA,NA,NA
L-Threonine,220104_Smp_P3_B,Haptophyte,0.1288939425164598,NA,NA,NA,NA
L-Threonine,220104_Smp_P3_C,Haptophyte,0.3688161501697858,NA,NA,NA,NA
L-Threonine,220104_Smp_P5-5_A,Haptophyte,0.23492868919742732,NA,NA,NA,NA
L-Threonine,220104_Smp_P5-5_B,Haptophyte,0.10986111970477884,NA,NA,NA,NA
L-Threonine,220104_Smp_P5-5_C,Haptophyte,0.14380250993824045,NA,NA,NA,NA
L-Threonine,211218_Blk_MediaBlk_21,Dino_Green,0,NA,NA,NA,NA
L-Threonine,211218_Blk_MediaBlk_49,Dino_Green,9.98823363205183e-4,NA,NA,NA,NA
L-Threonine,211218_Blk_MediaBlk_71,Dino_Green,0,NA,NA,NA,NA
L-Threonine,211218_Blk_MediaBlk_3430,Dino_Green,9.286907280976102e-4,NA,NA,NA,NA
L-Threonine,211218_Blk_MediaBlk_N,Dino_Green,0.004599748763667472,NA,NA,NA,NA
L-Threonine,211218_Blk_MediaBlk_O,Dino_Green,0.014289612457897645,NA,NA,NA,NA
L-Threonine,211218_Smp_449_A,Dino_Green,0.4360046585065279,0.0072667443084421315,0.029066977233768526,0.0072667443084421315,NA
L-Threonine,211218_Smp_449_B,Dino_Green,0.481484493684742,0.008024741561412366,0.032098966245649466,0.008024741561412366,NA
L-Threonine,211218_Smp_449_C,Dino_Green,0.48868522709972834,0.008144753784995473,0.03257901513998189,0.008144753784995473,NA
L-Threonine,211218_Smp_1314_A,Dino_Green,2.9353988070801007,0.048923313451335,0.19569325380534,0.048923313451335,NA
L-Threonine,211218_Smp_1314_B,Dino_Green,2.7180395283495806,0.045300658805826344,0.18120263522330537,0.045300658805826344,NA
L-Threonine,211218_Smp_1314_C,Dino_Green,3.5765783564329237,0.05960963927388206,0.23843855709552825,0.05960963927388206,NA
L-Threonine,211218_Smp_1545_A,Dino_Green,1.2030424410141065,0.019248679056225702,0.07699471622490281,0.019248679056225702,NA
L-Threonine,211218_Smp_1545_B,Dino_Green,1.113397700884852,0.017814363214157632,0.07125745285663053,0.017814363214157632,NA
L-Threonine,211218_Smp_1545_C,Dino_Green,1.1201946321317824,0.017923114114108518,0.07169245645643407,0.017923114114108518,NA
L-Threonine,211218_Smp_1771_A,Dino_Green,0.4340471315932487,0.0072341188598874775,0.02893647543954991,0.0072341188598874775,NA
L-Threonine,211218_Smp_1771_B,Dino_Green,0.360222805229626,0.0060037134204937665,0.024014853681975066,0.0060037134204937665,NA
L-Threonine,211218_Smp_1771_C,Dino_Green,0.30509872827389617,0.005084978804564936,0.020339915218259744,0.005084978804564936,NA
L-Threonine,211218_Smp_2021_A,Dino_Green,2.6025895517652287,0.021245628994001866,0.08498251597600746,0.021245628994001866,NA
L-Threonine,211218_Smp_2021_B,Dino_Green,3.860502538279361,0.03151430643493355,0.1260572257397342,0.03151430643493355,NA
L-Threonine,211218_Smp_2021_C,Dino_Green,0.9940967142177127,0.01656827857029521,0.06627311428118084,0.01656827857029521,NA
L-Threonine,211218_Smp_3430_A,Dino_Green,1.4430627381573147,0.023089003810517032,0.09235601524206813,0.023089003810517032,NA
L-Threonine,211218_Smp_3430_B,Dino_Green,1.5495163035325672,0.024792260856521076,0.0991690434260843,0.024792260856521076,NA
L-Threonine,211218_Smp_3430_C,Dino_Green,1.8267023436910836,0.029227237499057337,0.11690894999622935,0.029227237499057337,NA
L-Tyrosine,220111_Blk_MediaBlk_A,Bacteria,10.912903400310665,NA,NA,NA,NA
L-Tyrosine,220111_Blk_MediaBlk_AMS,Bacteria,2.638753958976805e-4,NA,NA,NA,NA
L-Tyrosine,220111_Blk_MediaBlk_AOA,Bacteria,0.0020365265401598785,NA,NA,NA,NA
L-Tyrosine,220111_Blk_MediaBlk_B,Bacteria,10.603421053291251,NA,NA,NA,NA
L-Tyrosine,220111_Smp_DSS3_A,Bacteria,6.971887214580834,0.09295849619441111,0.8366264657497,0.09295849619441111,NA
L-Tyrosine,220111_Smp_DSS3_B,Bacteria,3.624412277531844,0.048325497033757915,0.43492947330382126,0.048325497033757915,NA
L-Tyrosine,220111_Smp_DSS3_C,Bacteria,0.8363401283171361,0.011151201710895148,0.10036081539805633,0.011151201710895148,NA
L-Tyrosine,220111_Smp_Och_A,Bacteria,11.485041209019224,0.15313388278692294,1.3782049450823064,0.15313388278692294,NA
L-Tyrosine,220111_Smp_Och_B,Bacteria,11.123241820677192,0.14830989094236255,1.334789018481263,0.14830989094236255,NA
L-Tyrosine,220111_Smp_Och_C,Bacteria,10.769915984828362,0.14359887979771152,1.2923899181794036,0.14359887979771152,NA
L-Tyrosine,220111_Smp_SA7_A,Bacteria,18.03345794188708,0.24044610589182772,2.1640149530264496,0.24044610589182772,NA
L-Tyrosine,220111_Smp_SA7_B,Bacteria,13.623238627342806,0.2179718180374849,1.9617463623373639,0.2179718180374849,NA
L-Tyrosine,220111_Smp_SA7_C,Bacteria,17.912795734009507,0.2866047317441521,2.5794425856973686,0.2866047317441521,NA
L-Tyrosine,220111_Smp_SA11_A,Bacteria,7.4814264462346705,0.09975235261646227,0.8977711735481605,0.09975235261646227,NA
L-Tyrosine,220111_Smp_SA11_B,Bacteria,4.3514534606474795,0.05801937947529972,0.5221744152776975,0.05801937947529972,NA
L-Tyrosine,220111_Smp_SA11_C,Bacteria,3.085349534743468,0.04113799379657957,0.37024194416921613,0.04113799379657957,NA
L-Tyrosine,220111_Smp_SA16_A,Bacteria,9.521324808444309,0.1269509974459241,1.142558977013317,0.1269509974459241,NA
L-Tyrosine,220111_Smp_SA16_B,Bacteria,9.079021635007612,0.12105362180010149,1.0894825962009134,0.12105362180010149,NA
L-Tyrosine,220111_Smp_SA16_C,Bacteria,9.746783989071051,0.12995711985428068,1.169614078688526,0.12995711985428068,NA
L-Tyrosine,220111_Smp_SA36_A,Bacteria,9.821111047654373,0.1309481473020583,1.1785333257185249,0.1309481473020583,NA
L-Tyrosine,220111_Smp_SA36_B,Bacteria,10.630514884243931,0.14174019845658573,1.2756617861092716,0.14174019845658573,NA
L-Tyrosine,220111_Smp_SA36_C,Bacteria,8.477778438773745,0.11303704585031658,1.0173334126528493,0.11303704585031658,NA
L-Tyrosine,220111_Smp_SA42_A,Bacteria,4.441861086625561,0.05922481448834081,0.5330233303950673,0.05922481448834081,NA
L-Tyrosine,220111_Smp_SA44_B,Bacteria,5.348442462590483,0.0713125661678731,0.6418130955108579,0.0713125661678731,NA
L-Tyrosine,220111_Smp_SA44_C,Bacteria,3.986734018074944,0.053156453574332574,0.47840808216899317,0.053156453574332574,NA
L-Tyrosine,220111_Smp_SA48_A,Bacteria,8.794599574820111,0.17589199149640222,1.5830279234676201,0.17589199149640222,NA
