Rep,SampID,replicate,Batch,SizeFrac,Blk_type,Compound,Area,min.area.flag,blk.ratio.flag
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Proline betaine,393226048,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,(3-Carboxypropyl)trimethylammonium,970378240,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Glutamine,177454832,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Lysine,42433652,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,beta-Glutamic acid,2695801,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Glutamic acid,186935328,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Hydroxyisoleucine,558181952,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Methionine,148413408,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,5-Hydroxyectoine,10835604,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Betonicine,414218720,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Carnitine,1502903808,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Arginine,202070672,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Arsenobetaine,7464767,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Gonyol,1312005504,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,L-Tyrosine,79281576,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,2-O-alpha-D-Glucosylglycerol,7009337,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Threonine Betaine (tentative),103784504,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Homoserine Betaine (tentative),1111275264,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Taurine,550313152,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Isethionic acid,1687284736,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,"(R)-2,3-Dihydroxypropane-1-sulfonate",579304960,NA,NA
170706_Smp_S6E37D15_B,S6E37D15,B,G2,full,NA,Trehalose,16407371,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,beta-Alanine,30794400,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Alanine,27684954,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Sarcosine,2712556,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Serine,8525294,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Proline,491946336,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Glycine betaine,23725473792,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Threonine,9143502,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Dimethylsulfonioacetate,1904136192,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,beta-Alaninebetaine,9242299392,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Isoleucine,827960704,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Asparagine,11404754,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Aspartic acid,5213171,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Dimethylsulfoniopropionate,3538414848,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Homarine,5058710016,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Trigonelline,3427937280,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Ectoine,49652060,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Proline betaine,349627616,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,(3-Carboxypropyl)trimethylammonium,732593088,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Glutamine,197237328,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Lysine,46451028,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,beta-Glutamic acid,1459008,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Glutamic acid,144679024,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Hydroxyisoleucine,451533664,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Methionine,132473840,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,5-Hydroxyectoine,7066748,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Betonicine,343862400,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Carnitine,1310068480,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Arginine,245601616,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Arsenobetaine,7416937,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Gonyol,1429886720,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Tyrosine,96086632,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,2-O-alpha-D-Glucosylglycerol,9204724,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Threonine Betaine (tentative),114488784,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Homoserine Betaine (tentative),900386176,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Taurine,439980576,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Isethionic acid,2312913664,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,"(R)-2,3-Dihydroxypropane-1-sulfonate",826711168,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,L-Cysteic acid,7042840,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Sucrose,8014566,NA,NA
170706_Smp_S6E37D15_C,S6E37D15,C,G2,full,NA,Trehalose,14056559,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Trimethylamine N-oxide,NA,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,beta-Alanine,4629487,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Alanine,2881040,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Sarcosine,296608,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Serine,525538,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Proline,79043552,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Glycine betaine,5343512576,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Threonine,509216,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Dimethylsulfonioacetate,411832096,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,beta-Alaninebetaine,2538446080,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Isoleucine,206593392,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Asparagine,1944638,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Aspartic acid,901080,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Dimethylsulfoniopropionate,231296416,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Homarine,1304066432,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Trigonelline,262425376,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Ectoine,13845242,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Proline betaine,130811848,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,(3-Carboxypropyl)trimethylammonium,131005280,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Glutamine,21948676,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Lysine,2892042,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,beta-Glutamic acid,814442,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Glutamic acid,92323008,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Hydroxyisoleucine,186235456,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Methionine,7375698,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,5-Hydroxyectoine,1869912,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Betonicine,181767280,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Carnitine,330315808,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Arginine,7932784,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Arsenobetaine,2605456,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Gonyol,40312904,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,L-Tyrosine,11128414,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,2-O-alpha-D-Glucosylglycerol,609929,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Threonine Betaine (tentative),11797795,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Homoserine Betaine (tentative),524701824,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Taurine,59192744,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Isethionic acid,725135360,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,"(R)-2,3-Dihydroxypropane-1-sulfonate",51269360,NA,NA
170706_Smp_S6E37D15_Ds,S6E37D15,Ds,G2,small,NA,Trehalose,1042089,NA,NA
