SampID,Type,Organism,Compound,uM.in.vial.ave,uM_in_samp
211215_Smp_Np_A,Diatom,Np,L-Threonine,1.67783431068269,0.00745704138081195
211215_Smp_Np_C,Diatom,Np,L-Threonine,2.115196311045159,0.00846078524418063
211215_Smp_Np_F,Diatom,Np,L-Threonine,1.8975280654959956,0.00759011226198398
211215_Smp_Pc55x_A,Diatom,Pc55x,L-Threonine,2.758183854080253,0.01471031388842801
211215_Smp_Pc55x_B,Diatom,Pc55x,L-Threonine,2.2893182617183108,0.01220969739583099
211215_Smp_Pc55x_C,Diatom,Pc55x,L-Threonine,1.2444084932323216,0.00663684529723904
211215_Smp_Pt_C,Diatom,Pt,L-Threonine,33.86665772769262,0.1354666309107705
211215_Smp_Pt_F,Diatom,Pt,L-Threonine,45.985417458722125,0.1839416698348885
211215_Smp_To_A,Diatom,To,L-Threonine,45.01573629978462,0.18006294519913849
211215_Smp_To_B,Diatom,To,L-Threonine,54.62298630369363,0.21849194521477455
211215_Smp_To_C,Diatom,To,L-Threonine,48.62352995506645,0.19449411982026585
211215_Smp_Tp_A,Diatom,Tp,L-Threonine,40.59258400182448,0.14119159652808516
211215_Smp_Tp_E,Diatom,Tp,L-Threonine,14.376636732320208,0.05750654692928083
211215_Smp_Tp_F,Diatom,Tp,L-Threonine,13.809866622819987,0.04803431868806952
220111_Smp_DSS3_A,Bacteria,DSS3,L-Threonine,12.27783317250684,0.1637044423000912
220111_Smp_DSS3_B,Bacteria,DSS3,L-Threonine,6.149808148999555,0.08199744198666073
220111_Smp_DSS3_C,Bacteria,DSS3,L-Threonine,2.4528475753486374,0.03270463433798183
220111_Smp_Och_A,Bacteria,OCh114,L-Threonine,2.931237355637794,0.03908316474183725
220111_Smp_Och_B,Bacteria,OCh114,L-Threonine,2.5306514871339503,0.03374201982845267
220111_Smp_Och_C,Bacteria,OCh114,L-Threonine,2.776167252185164,0.03701556336246885
220111_Smp_SA7_A,Bacteria,SA7,L-Threonine,35.24328129201208,0.4699104172268277
220111_Smp_SA7_B,Bacteria,SA7,L-Threonine,34.39065938548389,0.5502505501677423
220111_Smp_SA7_C,Bacteria,SA7,L-Threonine,37.6284017908547,0.6020544286536752
220111_Smp_SA11_A,Bacteria,SA11,L-Threonine,3.2473190182788683,0.0432975869103849
220111_Smp_SA11_B,Bacteria,SA11,L-Threonine,2.9154696768342503,0.03887292902445666
220111_Smp_SA11_C,Bacteria,SA11,L-Threonine,2.7817949754820157,0.03709059967309354
220111_Smp_SA16_A,Bacteria,SA16,L-Threonine,3.5663704591569965,0.04755160612209329
220111_Smp_SA16_B,Bacteria,SA16,L-Threonine,3.407467697656361,0.04543290263541814
220111_Smp_SA16_C,Bacteria,SA16,L-Threonine,3.5942712002485284,0.04792361600331371
220111_Smp_SA36_A,Bacteria,SA36,L-Threonine,20.738192330122303,0.27650923106829733
220111_Smp_SA36_B,Bacteria,SA36,L-Threonine,23.12104212177741,0.3082805616236988
220111_Smp_SA36_C,Bacteria,SA36,L-Threonine,20.09689151786395,0.2679585535715193
220111_Smp_SA42_A,Bacteria,SA42,L-Threonine,1.4881452009984664,0.01984193601331288
220111_Smp_SA44_B,Bacteria,SA44,L-Threonine,4.3990816122918055,0.05865442149722407
220111_Smp_SA44_C,Bacteria,SA44,L-Threonine,1.4403992460632231,0.01920532328084297
220111_Smp_SA48_A,Bacteria,SA48,L-Threonine,2.240240690301912,0.04480481380603824
220111_Smp_SA48_B,Bacteria,SA48,L-Threonine,3.3624161668919736,0.06724832333783948
220111_Smp_SA48_C,Bacteria,SA48,L-Threonine,1.995317407037969,0.02660423209383958
220111_Smp_SA53_A,Bacteria,SA53,L-Threonine,2.8292230563295484,0.03772297408439398
220111_Smp_SA53_B,Bacteria,SA53,L-Threonine,2.7741949382013784,0.04438711901122205
220111_Smp_SA53_C,Bacteria,SA53,L-Threonine,2.604342858810495,0.04166948574096792
220111_Smp_SA55_A,Bacteria,SA55,L-Threonine,6.518449973398194,0.08691266631197592
220111_Smp_SA55_B,Bacteria,SA55,L-Threonine,3.3347204264209935,0.04446293901894658
220111_Smp_SA55_C,Bacteria,SA55,L-Threonine,1.2646447602224995,0.01686193013629999
220111_Smp_SCM1_Exp1,Bacteria,Nmar,L-Threonine,0.5141675415535867,1.3711134441428977e-4
220111_Smp_SCM1_Exp2,Bacteria,Nmar,L-Threonine,0.5397852350037501,1.4394272933433336e-4
220111_Smp_SCM1_Exp3,Bacteria,Nmar,L-Threonine,0.5580809133880382,1.4882157690347686e-4
211221_Smp_1314P_A,Cyano,1314P,L-Threonine,0.0865701037709733,0.00138512166033557
211221_Smp_1314P_B,Cyano,1314P,L-Threonine,0.15170030865524714,0.00242720493848395
211221_Smp_1314P_C,Cyano,1314P,L-Threonine,0.02926591136157706,4.6825458178523303e-4
211221_Smp_7803_B,Cyano,7803,L-Threonine,3.217870420135871,0.01608935210067936
211221_Smp_7803_F,Cyano,7803,L-Threonine,5.327093912128783,0.02663546956064391
211221_Smp_8102_A,Cyano,8102,L-Threonine,5.156059895193852,0.03437373263462569
211221_Smp_8102_F,Cyano,8102,L-Threonine,4.373237427036002,0.02915491618024
211221_Smp_8501_B,Cyano,WH8501,L-Threonine,1.099721842322031,0.00879777473857624
211221_Smp_8501_C,Cyano,WH8501,L-Threonine,2.084316546977831,0.01111635491721509
211221_Smp_8501_D,Cyano,WH8501,L-Threonine,1.5138590649027388,0.0121108725192219
211221_Smp_As9601_A,Cyano,As9601,L-Threonine,0.8072490390500568,0.01291598462480091
211221_Smp_As9601_B,Cyano,As9601,L-Threonine,0.578737852101751,0.00925980563362801
211221_Smp_As9601_C,Cyano,As9601,L-Threonine,0.8157283237423885,0.01305165317987821
211221_Smp_MED4_D,Cyano,MED4,L-Threonine,1.23129113806159,0.00615645569030795
211221_Smp_MED4_E,Cyano,MED4,L-Threonine,2.2867359284693807,0.0114336796423469
211221_Smp_MED4_F,Cyano,MED4,L-Threonine,1.6206833036821846,0.00810341651841092
211221_Smp_Nat_A,Cyano,NATL2A,L-Threonine,0.6070322096538523,0.00971251535446163
211221_Smp_Nat_B,Cyano,NATL2A,L-Threonine,0.5662506222860269,0.00906000995657643
211221_Smp_Nat_C,Cyano,NATL2A,L-Threonine,0.5100822068071693,0.0081613153089147
220104_Smp_371_A,Haptophyte,371,L-Threonine,0.3995745879352917,0.00213106446898822
220104_Smp_371_B,Haptophyte,371,L-Threonine,0.410903184430768,0.00219148365029742
220104_Smp_371_C,Haptophyte,371,L-Threonine,0.38315811397068206,0.00306526491176545
220104_Smp_2090_A,Haptophyte,2090,L-Threonine,0.5118064004620008,0.00454939022632889
220104_Smp_2090_B,Haptophyte,2090,L-Threonine,0.6101310484187611,0.00488104838735008
220104_Smp_2090_C,Haptophyte,2090,L-Threonine,0.9202277194183132,0.0073618217553465
211218_Smp_449_A,Dino,449,L-Threonine,0.4360046585065279,0.00726674430844213
211218_Smp_449_B,Dino,449,L-Threonine,0.481484493684742,0.00802474156141236
211218_Smp_449_C,Dino,449,L-Threonine,0.48868522709972834,0.00814475378499547
211218_Smp_1314_A,Dino,1314,L-Threonine,2.9353988070801007,0.048923313451335
211218_Smp_1314_B,Dino,1314,L-Threonine,2.7180395283495806,0.04530065880582634
211218_Smp_1314_C,Dino,1314,L-Threonine,3.5765783564329237,0.05960963927388206
211218_Smp_1545_A,Prasinophyte,1545,L-Threonine,1.2030424410141063,0.0192486790562257
211218_Smp_1545_B,Prasinophyte,1545,L-Threonine,1.113397700884852,0.01781436321415763
211218_Smp_1545_C,Prasinophyte,1545,L-Threonine,1.1201946321317824,0.01792311411410851
211218_Smp_1771_A,Dino,1771,L-Threonine,0.4340471315932487,0.00723411885988747
211218_Smp_1771_B,Dino,1771,L-Threonine,0.360222805229626,0.00600371342049376
211218_Smp_1771_C,Dino,1771,L-Threonine,0.30509872827389617,0.00508497880456493
211218_Smp_2021_A,Dino,2021,L-Threonine,2.6025895517652287,0.02124562899400186
211218_Smp_2021_B,Dino,2021,L-Threonine,3.860502538279361,0.03151430643493355
211218_Smp_2021_C,Dino,2021,L-Threonine,0.9940967142177128,0.01656827857029521
211218_Smp_3430_A,Prasinophyte,3430,L-Threonine,1.443062738157315,0.02308900381051703
211218_Smp_3430_B,Prasinophyte,3430,L-Threonine,1.5495163035325672,0.02479226085652107
211218_Smp_3430_C,Prasinophyte,3430,L-Threonine,1.8267023436910836,0.02922723749905733
220111_Smp_DSS3_A,Bacteria,DSS3,Proline betaine,5.801184299403625e-4,7.734912399204833e-6
220111_Smp_DSS3_B,Bacteria,DSS3,Proline betaine,4.470202128486437e-4,5.960269504648582e-6
220111_Smp_DSS3_C,Bacteria,DSS3,Proline betaine,9.225872520119276e-4,1.2301163360159037e-05
220111_Smp_Och_A,Bacteria,OCh114,Proline betaine,0,0
220111_Smp_Och_B,Bacteria,OCh114,Proline betaine,0,0
220111_Smp_Och_C,Bacteria,OCh114,Proline betaine,3.4693875207999337e-05,4.625850027733245e-7
220111_Smp_SA7_A,Bacteria,SA7,Proline betaine,6.746285905703438e-5,8.99504787427125e-7
220111_Smp_SA7_B,Bacteria,SA7,Proline betaine,0,0
220111_Smp_SA7_C,Bacteria,SA7,Proline betaine,4.058026172983213e-5,6.492841876773139e-7
220111_Smp_SA11_A,Bacteria,SA11,Proline betaine,8.190111968118242e-4,1.0920149290824322e-5
220111_Smp_SA11_B,Bacteria,SA11,Proline betaine,0.00126199830395597,1.6826644052746286e-5
220111_Smp_SA11_C,Bacteria,SA11,Proline betaine,4.13686937931579e-4,5.51582583908772e-6
220111_Smp_SA16_A,Bacteria,SA16,Proline betaine,0.00589598519883261,7.861313598443488e-5
220111_Smp_SA16_B,Bacteria,SA16,Proline betaine,0.00215755114429244,2.8767348590565932e-5
220111_Smp_SA16_C,Bacteria,SA16,Proline betaine,0.00209449376575637,2.7926583543418315e-5
220111_Smp_SA36_A,Bacteria,SA36,Proline betaine,9.443282124502296e-4,1.259104283266973e-5
220111_Smp_SA36_B,Bacteria,SA36,Proline betaine,0.00164400330606043,2.192004408080574e-5
220111_Smp_SA36_C,Bacteria,SA36,Proline betaine,0.00148486319940022,1.9798175992002983e-5
220111_Smp_SA42_A,Bacteria,SA42,Proline betaine,0.00218812454893516,2.917499398580215e-5
220111_Smp_SA44_B,Bacteria,SA44,Proline betaine,0.00543621258073083,7.248283440974447e-5
220111_Smp_SA44_C,Bacteria,SA44,Proline betaine,0.00474429004435729,6.32572005914306e-5
220111_Smp_SA48_A,Bacteria,SA48,Proline betaine,6.129275156927093e-4,1.2258550313854186e-5
220111_Smp_SA48_B,Bacteria,SA48,Proline betaine,7.202230224249781e-4,1.4404460448499564e-5
220111_Smp_SA48_C,Bacteria,SA48,Proline betaine,0.00136486541479395,1.8198205530586085e-5
220111_Smp_SA53_A,Bacteria,SA53,Proline betaine,0.00253670031799677,3.382267090662366e-5
220111_Smp_SA53_B,Bacteria,SA53,Proline betaine,0.00306859191257225,4.909747060115603e-5
220111_Smp_SA53_C,Bacteria,SA53,Proline betaine,0.00295717736748553,4.731483787976854e-5
220111_Smp_SA55_A,Bacteria,SA55,Proline betaine,1.793156606585177e-4,2.390875475446903e-6
220111_Smp_SA55_B,Bacteria,SA55,Proline betaine,2.3236904652913857e-4,3.0982539537218476e-6
220111_Smp_SA55_C,Bacteria,SA55,Proline betaine,0,0
220111_Smp_SCM1_Exp1,Bacteria,Nmar,Proline betaine,0,0
220111_Smp_SCM1_Exp2,Bacteria,Nmar,Proline betaine,0,0
220111_Smp_SCM1_Exp3,Bacteria,Nmar,Proline betaine,0,0
211221_Smp_1314P_A,Cyano,1314P,Proline betaine,0,0
211221_Smp_1314P_B,Cyano,1314P,Proline betaine,1.4317386742340042e-5,2.2907818787744066e-7
211221_Smp_1314P_C,Cyano,1314P,Proline betaine,0,0
211221_Smp_7803_B,Cyano,7803,Proline betaine,4.196428885568148e-4,2.098214442784074e-6
211221_Smp_7803_F,Cyano,7803,Proline betaine,3.176024862877588e-4,1.5880124314387944e-6
211221_Smp_8102_A,Cyano,8102,Proline betaine,1.0664895859488628e-4,7.109930572992417e-7
211221_Smp_8102_F,Cyano,8102,Proline betaine,9.48231935400728e-5,6.321546236004852e-7
211221_Smp_8501_B,Cyano,WH8501,Proline betaine,0.00619856394221135,4.958851153769083e-5
211221_Smp_8501_C,Cyano,WH8501,Proline betaine,0.00995932050636626,5.3116376033953424e-5
211221_Smp_8501_D,Cyano,WH8501,Proline betaine,0.00769384651984603,6.155077215876827e-5
211221_Smp_As9601_A,Cyano,As9601,Proline betaine,1.428907285952724e-5,2.286251657524359e-7
211221_Smp_As9601_B,Cyano,As9601,Proline betaine,7.579626428987005e-6,1.2127402286379205e-7
211221_Smp_As9601_C,Cyano,As9601,Proline betaine,0,0
211221_Smp_MED4_D,Cyano,MED4,Proline betaine,2.3556206704157225e-5,1.1778103352078613e-7
211221_Smp_MED4_E,Cyano,MED4,Proline betaine,2.5520246375271905e-5,1.2760123187635953e-7
211221_Smp_MED4_F,Cyano,MED4,Proline betaine,1.8654129793167497e-5,9.327064896583749e-8
211221_Smp_Nat_A,Cyano,NATL2A,Proline betaine,2.1047596686942996e-5,3.367615469910879e-7
211221_Smp_Nat_B,Cyano,NATL2A,Proline betaine,1.5915233529075817e-5,2.5464373646521306e-7
211221_Smp_Nat_C,Cyano,NATL2A,Proline betaine,9.122733042284696e-6,1.4596372867655514e-7
211215_Smp_Cy_A,Diatom,Cy,Proline betaine,0.01634818564488904,1.0898790429926023e-4
211215_Smp_Cy_B,Diatom,Cy,Proline betaine,0.01510750046772022,1.007166697848015e-4
211215_Smp_Cy_C,Diatom,Cy,Proline betaine,0.02040975660758531,1.3606504405056877e-4
211215_Smp_Np_A,Diatom,Np,Proline betaine,5.508182141687405e-4,2.4480809518610687e-6
211215_Smp_Np_C,Diatom,Np,Proline betaine,1.7744674847256504e-4,7.0978699389026e-7
211215_Smp_Np_F,Diatom,Np,Proline betaine,2.7292352491812665e-4,1.0916940996725066e-6
211215_Smp_Pc55x_A,Diatom,Pc55x,Proline betaine,0.00133549221420714,7.1226251424381305e-6
211215_Smp_Pc55x_B,Diatom,Pc55x,Proline betaine,7.376955538014652e-4,3.934376286941148e-6
211215_Smp_Pc55x_C,Diatom,Pc55x,Proline betaine,0.00116698554352607,6.223922898805725e-6
211215_Smp_Pt_C,Diatom,Pt,Proline betaine,0.00945740196058464,3.782960784233859e-5
211215_Smp_Pt_F,Diatom,Pt,Proline betaine,0.0085725075896724,3.429003035868962e-5
211215_Smp_To_A,Diatom,To,Proline betaine,0.00929047884628368,3.716191538513472e-5
211215_Smp_To_B,Diatom,To,Proline betaine,0.01059825941339829,4.239303765359319e-5
211215_Smp_To_C,Diatom,To,Proline betaine,0.01070404286617931,4.2816171464717246e-5
211215_Smp_Tp_A,Diatom,Tp,Proline betaine,0.01699950132282016,5.912870025328752e-5
211215_Smp_Tp_E,Diatom,Tp,Proline betaine,0.01123528181475484,4.49411272590194e-5
211215_Smp_Tp_F,Diatom,Tp,Proline betaine,0.0139112668854685,4.838701525380347e-5
211218_Smp_449_A,Dino,449,Proline betaine,0.00971460066263825,1.6191001104397089e-4
211218_Smp_449_B,Dino,449,Proline betaine,0.01181817167477823,1.9696952791297065e-4
211218_Smp_449_C,Dino,449,Proline betaine,0.01044260079964201,1.7404334666070028e-4
211218_Smp_1314_A,Dino,1314,Proline betaine,0.00924770839898063,1.5412847331634398e-4
211218_Smp_1314_B,Dino,1314,Proline betaine,0.00889397875205268,1.4823297920087808e-4
211218_Smp_1314_C,Dino,1314,Proline betaine,0.00861611045537982,1.4360184092299713e-4
211218_Smp_1545_A,Prasinophyte,1545,Proline betaine,0,0
211218_Smp_1545_B,Prasinophyte,1545,Proline betaine,0,0
211218_Smp_1545_C,Prasinophyte,1545,Proline betaine,2.207245380223813e-5,3.531592608358101e-7
211218_Smp_1771_A,Dino,1771,Proline betaine,6.662436908255181e-4,1.1104061513758631e-5
211218_Smp_1771_B,Dino,1771,Proline betaine,7.364051480624287e-4,1.2273419134373809e-5
211218_Smp_1771_C,Dino,1771,Proline betaine,9.7440593683398e-4,1.6240098947232996e-5
211218_Smp_2021_A,Dino,2021,Proline betaine,0.3152687051780193,0.00257362208308587
211218_Smp_2021_B,Dino,2021,Proline betaine,0.32837567365176623,0.00268061774409605
211218_Smp_2021_C,Dino,2021,Proline betaine,0.1545539423233678,0.00257589903872279
211218_Smp_3430_A,Prasinophyte,3430,Proline betaine,8.162611849141557e-4,1.3060178958626493e-5
211218_Smp_3430_B,Prasinophyte,3430,Proline betaine,9.727314816626088e-4,1.5563703706601742e-5
211218_Smp_3430_C,Prasinophyte,3430,Proline betaine,0.00106595340061093,1.7055254409774906e-5
220104_Smp_371_A,Haptophyte,371,Proline betaine,0.01085059029952538,5.7869814930802064e-5
220104_Smp_371_B,Haptophyte,371,Proline betaine,0.01205294183514522,6.428235645410785e-5
220104_Smp_371_C,Haptophyte,371,Proline betaine,0.00921621042856906,7.372968342855249e-5
220104_Smp_2090_A,Haptophyte,2090,Proline betaine,0.00791119795682002,7.032175961617799e-5
220104_Smp_2090_B,Haptophyte,2090,Proline betaine,0.00775030396712565,6.200243173700526e-5
220104_Smp_2090_C,Haptophyte,2090,Proline betaine,0.01204648976968394,9.637191815747156e-5
211221_Smp_1314P_A,Cyano,1314P,Sarcosine,0,0
211221_Smp_1314P_B,Cyano,1314P,Sarcosine,0,0
211221_Smp_1314P_C,Cyano,1314P,Sarcosine,0,0
211221_Smp_7803_B,Cyano,7803,Sarcosine,0.00845079927611851,4.2253996380592565e-5
211221_Smp_7803_F,Cyano,7803,Sarcosine,0.06644942988122951,3.3224714940614753e-4
211221_Smp_8102_A,Cyano,8102,Sarcosine,0.09953096347483135,6.635397564988757e-4
211221_Smp_8102_F,Cyano,8102,Sarcosine,0.49718209751456016,0.00331454731676373
211221_Smp_8501_B,Cyano,WH8501,Sarcosine,7.144306387034915e-4,5.715445109627932e-6
211221_Smp_8501_C,Cyano,WH8501,Sarcosine,0,0
211221_Smp_8501_D,Cyano,WH8501,Sarcosine,0.00107873122058783,8.62984976470267e-6
211221_Smp_As9601_A,Cyano,As9601,Sarcosine,0.06037012701862552,9.659220322980084e-4
211221_Smp_As9601_B,Cyano,As9601,Sarcosine,0.00315818196908689,5.053091150539026e-5
211221_Smp_As9601_C,Cyano,As9601,Sarcosine,0.3612190093163892,0.00577950414906222
211221_Smp_MED4_D,Cyano,MED4,Sarcosine,0.3295661893905582,0.00164783094695279
211221_Smp_MED4_E,Cyano,MED4,Sarcosine,0.5749235907522975,0.00287461795376148
211221_Smp_MED4_F,Cyano,MED4,Sarcosine,0.43999952678260457,0.00219999763391302
211221_Smp_Nat_A,Cyano,NATL2A,Sarcosine,0,0
211221_Smp_Nat_B,Cyano,NATL2A,Sarcosine,0,0
211221_Smp_Nat_C,Cyano,NATL2A,Sarcosine,0,0
211215_Smp_Cy_A,Diatom,Cy,Sarcosine,0.05499670788323296,3.66644719221553e-4
211215_Smp_Cy_B,Diatom,Cy,Sarcosine,0.02705208937021015,1.8034726246806773e-4
211215_Smp_Cy_C,Diatom,Cy,Sarcosine,0.05310048909197612,3.5400326061317414e-4
211215_Smp_Np_A,Diatom,Np,Sarcosine,0.00630166170362413,2.8007385349440584e-5
211215_Smp_Np_C,Diatom,Np,Sarcosine,0.00507870525357358,2.0314821014294347e-5
211215_Smp_Np_F,Diatom,Np,Sarcosine,0.01143445191986904,4.573780767947619e-5
211215_Smp_Pc55x_A,Diatom,Pc55x,Sarcosine,0.01875157470498936,1.0000839842660994e-4
211215_Smp_Pc55x_B,Diatom,Pc55x,Sarcosine,0.00217618800979077,1.1606336052217465e-5
211215_Smp_Pc55x_C,Diatom,Pc55x,Sarcosine,0.01222905546556266,6.522162914966751e-5
211215_Smp_Pt_C,Diatom,Pt,Sarcosine,2.07125236521586,0.00828500946086343
211215_Smp_Pt_F,Diatom,Pt,Sarcosine,2.842665424244626,0.0113706616969785
211215_Smp_To_A,Diatom,To,Sarcosine,0.00198402731888793,7.936109275551723e-6
211215_Smp_To_B,Diatom,To,Sarcosine,0.00639837834275403,2.5593513371016156e-5
211215_Smp_To_C,Diatom,To,Sarcosine,0.03879094418586702,1.551637767434681e-4
211215_Smp_Tp_A,Diatom,Tp,Sarcosine,0.09852396769428012,3.4269206154532213e-4
211215_Smp_Tp_E,Diatom,Tp,Sarcosine,0.07875203244647024,3.1500812978588097e-4
211215_Smp_Tp_F,Diatom,Tp,Sarcosine,0.03968506406287588,1.3803500543608998e-4
211218_Smp_449_A,Dino,449,Sarcosine,0.00335113878368631,5.58523130614385e-5
211218_Smp_449_B,Dino,449,Sarcosine,0.00260599619118498,4.3433269853083e-5
211218_Smp_449_C,Dino,449,Sarcosine,0.00332766640550132,5.5461106758355347e-5
211218_Smp_1314_A,Dino,1314,Sarcosine,0,0
211218_Smp_1314_B,Dino,1314,Sarcosine,8.95885859587566e-4,1.4931430993126098e-5
211218_Smp_1314_C,Dino,1314,Sarcosine,0.0015672380416271,2.6120634027118385e-5
211218_Smp_1545_A,Prasinophyte,1545,Sarcosine,2.7323534845281276e-4,4.371765575245004e-6
211218_Smp_1545_B,Prasinophyte,1545,Sarcosine,0.00131438290177802,2.1030126428448375e-5
211218_Smp_1545_C,Prasinophyte,1545,Sarcosine,2.4301641845417347e-4,3.888262695266775e-6
211218_Smp_1771_A,Dino,1771,Sarcosine,0.00151284396762955,2.5214066127159205e-5
211218_Smp_1771_B,Dino,1771,Sarcosine,0.00165142938613493,2.7523823102249e-5
211218_Smp_1771_C,Dino,1771,Sarcosine,0,0
211218_Smp_2021_A,Dino,2021,Sarcosine,0.00207737574595296,1.6958169354718115e-5
211218_Smp_2021_B,Dino,2021,Sarcosine,0,0
211218_Smp_2021_C,Dino,2021,Sarcosine,0.00156576223341786,2.609603722363112e-5
211218_Smp_3430_A,Prasinophyte,3430,Sarcosine,0.00656348131912305,1.050157011059689e-4
211218_Smp_3430_B,Prasinophyte,3430,Sarcosine,0.00237190489856761,3.7950478377081824e-5
211218_Smp_3430_C,Prasinophyte,3430,Sarcosine,8.643316745424752e-4,1.3829306792679603e-5
220104_Smp_371_A,Haptophyte,371,Sarcosine,0.01240777431728442,6.617479635885025e-5
220104_Smp_371_B,Haptophyte,371,Sarcosine,0.01880304603525135,1.0028291218800722e-4
220104_Smp_371_C,Haptophyte,371,Sarcosine,0.01564460283642597,1.251568226914078e-4
220104_Smp_2090_A,Haptophyte,2090,Sarcosine,0.00507187875552338,4.508336671576339e-5
220104_Smp_2090_B,Haptophyte,2090,Sarcosine,0.00430388029892949,3.4431042391435966e-5
220104_Smp_2090_C,Haptophyte,2090,Sarcosine,0.00637709343095376,5.101674744763009e-5
220111_Smp_DSS3_A,Bacteria,DSS3,Sarcosine,0.0147979155943933,1.9730554125857745e-4
220111_Smp_DSS3_B,Bacteria,DSS3,Sarcosine,0.00619861091685681,8.264814555809082e-5
220111_Smp_DSS3_C,Bacteria,DSS3,Sarcosine,0.01566315998807468,2.0884213317432903e-4
220111_Smp_Och_A,Bacteria,OCh114,Sarcosine,0.00443146237239521,5.908616496526949e-5
220111_Smp_Och_B,Bacteria,OCh114,Sarcosine,0,0
220111_Smp_Och_C,Bacteria,OCh114,Sarcosine,0.0011805678745756,1.574090499434142e-5
220111_Smp_SA7_A,Bacteria,SA7,Sarcosine,0.00905886012552151,1.2078480167362012e-4
220111_Smp_SA7_B,Bacteria,SA7,Sarcosine,0.01427014964399491,2.2832239430391863e-4
220111_Smp_SA7_C,Bacteria,SA7,Sarcosine,0.00211274322992022,3.3803891678723515e-5
220111_Smp_SA11_A,Bacteria,SA11,Sarcosine,0.0080630029467794,1.0750670595705868e-4
220111_Smp_SA11_B,Bacteria,SA11,Sarcosine,0.00461252840877604,6.150037878368056e-5
220111_Smp_SA11_C,Bacteria,SA11,Sarcosine,0.01746213500257368,2.328284667009825e-4
220111_Smp_SA16_A,Bacteria,SA16,Sarcosine,0.01045764801560614,1.3943530687474863e-4
220111_Smp_SA16_B,Bacteria,SA16,Sarcosine,0.00221969652987661,2.959595373168816e-5
220111_Smp_SA16_C,Bacteria,SA16,Sarcosine,0.00346018724928732,4.6135829990497634e-5
220111_Smp_SA36_A,Bacteria,SA36,Sarcosine,0.00713489696695414,9.513195955938857e-5
220111_Smp_SA36_B,Bacteria,SA36,Sarcosine,0.01779698794787702,2.3729317263836025e-4
220111_Smp_SA36_C,Bacteria,SA36,Sarcosine,0.02112042909330012,2.816057212440017e-4
220111_Smp_SA42_A,Bacteria,SA42,Sarcosine,0,0
220111_Smp_SA44_B,Bacteria,SA44,Sarcosine,0.00365543364598788,4.873911527983845e-5
220111_Smp_SA44_C,Bacteria,SA44,Sarcosine,0.00305896918443168,4.078625579242243e-5
220111_Smp_SA48_A,Bacteria,SA48,Sarcosine,0.02043308979946715,4.0866179598934296e-4
220111_Smp_SA48_B,Bacteria,SA48,Sarcosine,0.00430517435580203,8.610348711604074e-5
220111_Smp_SA48_C,Bacteria,SA48,Sarcosine,0.02804356134799212,3.739141513065616e-4
220111_Smp_SA53_A,Bacteria,SA53,Sarcosine,0.03791759623571218,5.055679498094957e-4
220111_Smp_SA53_B,Bacteria,SA53,Sarcosine,0.01026706428412937,1.6427302854607004e-4
220111_Smp_SA53_C,Bacteria,SA53,Sarcosine,0.01320734365325414,2.1131749845206628e-4
220111_Smp_SA55_A,Bacteria,SA55,Sarcosine,0.00600391124625537,8.005214995007171e-5
220111_Smp_SA55_B,Bacteria,SA55,Sarcosine,0,0
220111_Smp_SA55_C,Bacteria,SA55,Sarcosine,0.00327586249464383,4.367816659525113e-5
220111_Smp_SCM1_Exp1,Bacteria,Nmar,Sarcosine,0.00248407574011197,6.624201973631939e-7
220111_Smp_SCM1_Exp2,Bacteria,Nmar,Sarcosine,0.0011164395028593,2.9771720076248106e-7
220111_Smp_SCM1_Exp3,Bacteria,Nmar,Sarcosine,8.722843982783995e-4,2.3260917287423986e-7
211215_Smp_Cy_A,Diatom,Cy,Sucrose,1.5815393397436943,0.010543595598291291
211215_Smp_Cy_B,Diatom,Cy,Sucrose,2.156071905643707,0.01437381270429137
211215_Smp_Cy_C,Diatom,Cy,Sucrose,2.898717519786884,0.01932478346524589
211215_Smp_Np_A,Diatom,Np,Sucrose,0.4975036617116523,0.00221112738538512
211215_Smp_Np_C,Diatom,Np,Sucrose,0.8478191393537979,0.00339127655741519
211215_Smp_Np_F,Diatom,Np,Sucrose,0.5645849089158408,0.00225833963566336
211215_Smp_Pc55x_A,Diatom,Pc55x,Sucrose,3.4749813278855934,0.01853323374872316
211215_Smp_Pc55x_B,Diatom,Pc55x,Sucrose,3.0097322611214965,0.01605190539264798
211215_Smp_Pc55x_C,Diatom,Pc55x,Sucrose,1.5325587402837737,0.00817364661484679
211215_Smp_Pt_C,Diatom,Pt,Sucrose,3.530991293136193,0.01412396517254477
211215_Smp_Pt_F,Diatom,Pt,Sucrose,5.069543735383448,0.02027817494153379
211215_Smp_To_A,Diatom,To,Sucrose,0.5885516217101697,0.00235420648684067
211215_Smp_To_B,Diatom,To,Sucrose,0.7752242369446838,0.00310089694777873
211215_Smp_To_C,Diatom,To,Sucrose,0.6507645995623375,0.00260305839824935
211215_Smp_Tp_A,Diatom,Tp,Sucrose,2.4594352449959014,0.00855455737389878
211215_Smp_Tp_E,Diatom,Tp,Sucrose,1.6328886026676313,0.00653155441067052
211215_Smp_Tp_F,Diatom,Tp,Sucrose,1.8926087628301045,0.00658298700114818
211221_Smp_1314P_A,Cyano,1314P,Sucrose,7.511455452038984,0.12018328723262374
211221_Smp_1314P_B,Cyano,1314P,Sucrose,5.637553642638874,0.09020085828222198
