Part.SampID,Diss.SampID,Cruise,Region,Compound,compound.name.figure,Part.Conc.nM,Diss.Conc.nM.adj,Total.Conc.nM,Part.Flag,Diss.Flag,Tot.Flag
220902_Smp_TN397_U4_B,220602_Smp_TN397_U4_B,TN397,CC,beta-Glutamic acid,beta-Glutamic acid,0.05290753470311168,0.26681458391592955,0.3197221186190412,NA,NA,NA
220902_Smp_TN397_U4_C,220602_Smp_TN397_U4_C,TN397,CC,beta-Glutamic acid,beta-Glutamic acid,0.03673882044076451,0.25343738995976295,0.29017621040052743,NA,NA,NA
220902_Smp_TN397_U5_A,220602_Smp_TN397_U5_A,TN397,CC,beta-Glutamic acid,beta-Glutamic acid,0.02529399262770506,0.6793288283859343,0.7046228210136394,NA,NA,NA
220902_Smp_TN397_U5_B,220602_Smp_TN397_U5_B,TN397,CC,beta-Glutamic acid,beta-Glutamic acid,0.0242543564487374,0.0409980251497849,0.0652523815985223,NA,NA,NA
220902_Smp_TN397_U5_C,220602_Smp_TN397_U5_C,TN397,CC,beta-Glutamic acid,beta-Glutamic acid,0.0022943967216852,0.0624022325112594,0.0646966292329446,NA,NA,NA
220902_Smp_TN397_U6_A,220602_Smp_TN397_U6_A,TN397,NPSG,beta-Glutamic acid,beta-Glutamic acid,0.01413116717402946,0.0409980251497849,0.05512919232381436,NA,Flag,Flag
220902_Smp_TN397_U6_B,220602_Smp_TN397_U6_B,TN397,NPSG,beta-Glutamic acid,beta-Glutamic acid,0.00912353206066146,0.0409980251497849,0.05012155721044636,NA,Flag,Flag
220902_Smp_TN397_U6_C,220602_Smp_TN397_U6_C,TN397,NPSG,beta-Glutamic acid,beta-Glutamic acid,0.00757404035353859,0.03335442870623739,0.04092846905977598,NA,Flag,Flag
220902_Smp_TN397_U7_A,NA,TN397,NPSG,beta-Glutamic acid,beta-Glutamic acid,0.00556356675425644,NA,NA,NA,NA,NA
220902_Smp_TN397_U7_B,NA,TN397,NPSG,beta-Glutamic acid,beta-Glutamic acid,0.00445555188853469,NA,NA,NA,NA,NA
220902_Smp_TN397_U7_C,NA,TN397,NPSG,beta-Glutamic acid,beta-Glutamic acid,0.00382972399674395,NA,NA,NA,NA,NA
220902_Smp_TN397_U8_BB,NA,TN397,NPSG,beta-Glutamic acid,beta-Glutamic acid,0.00682610660924156,NA,NA,NA,NA,NA
220902_Smp_TN397_U9_A,220602_Smp_TN397_U9_A,TN397,NPSG,beta-Glutamic acid,beta-Glutamic acid,0.02146085663826315,1.1439536147812712,1.1654144714195345,NA,NA,NA
220902_Smp_TN397_U9_B,220602_Smp_TN397_U9_B,TN397,NPSG,beta-Glutamic acid,beta-Glutamic acid,0.01996528612471602,0.41400877615849085,0.4339740622832069,NA,NA,NA
220902_Smp_TN397_U9_C,220602_Smp_TN397_U9_C,TN397,NPSG,beta-Glutamic acid,beta-Glutamic acid,0.01549649492523109,0.04154973514388606,0.05704623006911714,NA,NA,NA
220902_Smp_TN397_U10_A,220602_Smp_TN397_U10_A,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.03653771930578436,0.3692330503876625,0.4057707696934469,NA,NA,NA
220902_Smp_TN397_U10_B,220602_Smp_TN397_U10_B,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.04662200397603177,0.21212229488560905,0.2587442988616408,NA,NA,NA
220902_Smp_TN397_U10_C,220602_Smp_TN397_U10_C,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.02650976958070675,0.09471077553994628,0.12122054512065304,NA,NA,NA
220902_Smp_TN397_U11_A,220602_Smp_TN397_U11_A,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.03533555743789258,0.1795776352392215,0.2149131926771141,NA,NA,NA
220902_Smp_TN397_U11_B,220602_Smp_TN397_U11_B,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.02326184370376563,0.34697004912061613,0.37023189282438174,NA,NA,NA
220902_Smp_TN397_U11_C,220602_Smp_TN397_U11_C,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.03512088401182413,0.8592481649570548,0.8943690489688789,NA,NA,NA
220902_Smp_TN397_U12_A,220602_Smp_TN397_U12_A,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.05486344241594985,0.295713734623249,0.3505771770391989,NA,NA,NA
220902_Smp_TN397_U12_B,220602_Smp_TN397_U12_B,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.05948680702201429,0.357811181876444,0.4172979888984583,NA,NA,NA
220902_Smp_TN397_U12_C,220602_Smp_TN397_U12_C,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.05703721885794905,0.5099193089238548,0.5669565277818039,NA,NA,NA
220902_Smp_TN397_U13_A,220602_Smp_TN397_U13_A,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.05587638222185646,0.5907714799477845,0.6466478621696409,NA,NA,NA
220902_Smp_TN397_U13_B,220602_Smp_TN397_U13_B,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.05031488814903401,0.3404473264315503,0.3907622145805843,NA,NA,NA
220902_Smp_TN397_U13_C,220602_Smp_TN397_U13_C,TN397,Equator,beta-Glutamic acid,beta-Glutamic acid,0.06712429551614199,0.3476571095563134,0.4147814050724554,NA,NA,NA
220902_Smp_TN397_S1_U_A,220602_Smp_TN397_S1_U_A,TN397,NPSG,Betonicine,Betonicine,0.01072120474572595,0.02612154259579244,0.03684274734151839,NA,NA,NA
220902_Smp_TN397_S1_U_B,220602_Smp_TN397_S1_U_B,TN397,NPSG,Betonicine,Betonicine,0.00445379274021788,0.02659153268308855,0.03104532542330643,NA,NA,NA
220902_Smp_TN397_S1_U_C,220602_Smp_TN397_S1_U_C,TN397,NPSG,Betonicine,Betonicine,0.0090014156431294,0.03797694607288074,0.04697836171601013,NA,NA,NA
220902_Smp_TN397_S2_U_A,220602_Smp_TN397_S2_U_A,TN397,NPSG,Betonicine,Betonicine,0.00895946736954305,0.04346462105053628,0.05242408842007932,NA,NA,NA
220902_Smp_TN397_S2_U_B,220602_Smp_TN397_S2_U_B,TN397,NPSG,Betonicine,Betonicine,0.01035138307856601,0.04199604786197158,0.05234743094053759,NA,NA,NA
220902_Smp_TN397_S2_U_C,220602_Smp_TN397_S2_U_C,TN397,NPSG,Betonicine,Betonicine,0.01142960239856746,0.02869567390645009,0.04012527630501755,NA,NA,NA
220902_Smp_TN397_S3_U_A,220602_Smp_TN397_S3_U_A,TN397,NPSG,Betonicine,Betonicine,0.00802073870027014,0.06159020114145663,0.06961093984172677,NA,NA,NA
220902_Smp_TN397_S3_U_B,220602_Smp_TN397_S3_U_B,TN397,NPSG,Betonicine,Betonicine,0.00991174574671207,0.1010038103764163,0.11091555612312835,NA,NA,NA
220902_Smp_TN397_S3_U_C,220602_Smp_TN397_S3_U_C,TN397,NPSG,Betonicine,Betonicine,0.0120206730481317,0.09102513645929286,0.10304580950742456,NA,NA,NA
220902_Smp_TN397_S4_2400_U_A,220602_Smp_TN397_S4_2400_U_A,TN397,NPSG,Betonicine,Betonicine,0.01106549899350209,0.04257238476107707,0.05363788375457916,NA,NA,NA
220902_Smp_TN397_S4_2400_U_B,220602_Smp_TN397_S4_2400_U_B,TN397,NPSG,Betonicine,Betonicine,0.01135795841193602,0.04904457544527454,0.06040253385721056,NA,NA,NA
220902_Smp_TN397_S4_2400_U_C,220602_Smp_TN397_S4_2400_U_C,TN397,NPSG,Betonicine,Betonicine,0.013235263557199,0.03796902615208566,0.05120428970928466,NA,NA,NA
220902_Smp_TN397_S4_U_600_A,220602_Smp_TN397_S4_U_600_A,TN397,NPSG,Betonicine,Betonicine,0.01291610423034034,0.03698309697526019,0.04989920120560053,NA,NA,NA
220902_Smp_TN397_S4_U_600_B,220602_Smp_TN397_S4_U_600_B,TN397,NPSG,Betonicine,Betonicine,0.01311289415015563,0.04577234686680048,0.05888524101695611,NA,NA,NA
220902_Smp_TN397_S4_U_600_C,220602_Smp_TN397_S4_U_600_C,TN397,NPSG,Betonicine,Betonicine,0.01429892038308326,0.05565714840826765,0.06995606879135091,NA,NA,NA
220902_Smp_TN397_S4_U_1800_A,220602_Smp_TN397_S4_U_1800_A,TN397,NPSG,Betonicine,Betonicine,0.01128395542942036,0.03069609333424309,0.04198004876366345,NA,NA,NA
220902_Smp_TN397_S4_U_1800_B,220602_Smp_TN397_S4_U_1800_B,TN397,NPSG,Betonicine,Betonicine,0.0094166439759742,0.04506327837725943,0.05447992235323363,NA,NA,NA
220902_Smp_TN397_S4_U_1800_C,220602_Smp_TN397_S4_U_1800_C,TN397,NPSG,Betonicine,Betonicine,0.0130636105608444,0.03710398233855747,0.05016759289940187,NA,NA,NA
220902_Smp_TN397_S6_U_A,220602_Smp_TN397_S6_U_A,TN397,NPSG,Betonicine,Betonicine,0.01345782220285312,0.04260235930550266,0.05606018150835577,NA,NA,NA
220902_Smp_TN397_S6_U_B,220602_Smp_TN397_S6_U_B,TN397,NPSG,Betonicine,Betonicine,0.01397224150652575,0.04148399020671287,0.05545623171323861,NA,NA,NA
220902_Smp_TN397_S6_U_C,220602_Smp_TN397_S6_U_C,TN397,NPSG,Betonicine,Betonicine,0.01573106017600129,0.03541593984342744,0.05114700001942873,NA,NA,NA
220902_Smp_TN397_S7_600_U_A,220602_Smp_TN397_S7_600_U_A,TN397,NPSG,Betonicine,Betonicine,0.01040852664991931,0.04728123761250053,0.05768976426241984,NA,NA,NA
220902_Smp_TN397_S7_600_U_B,220602_Smp_TN397_S7_600_U_B,TN397,NPSG,Betonicine,Betonicine,0.00817737262265898,0.03618540614254463,0.04436277876520361,NA,NA,NA
220902_Smp_TN397_S7_600_U_C,220602_Smp_TN397_S7_600_U_C,TN397,NPSG,Betonicine,Betonicine,0.00898880863244255,0.04756521052327516,0.05655401915571771,NA,NA,NA
220902_Smp_TN397_S7_1800_U_A,220602_Smp_TN397_S7_1800_U_A,TN397,NPSG,Betonicine,Betonicine,0.01114935148472449,0.04010451051808385,0.05125386200280834,NA,NA,NA
220902_Smp_TN397_S7_1800_U_B,220602_Smp_TN397_S7_1800_U_B,TN397,NPSG,Betonicine,Betonicine,0.00877662215926918,0.04950101416667762,0.0582776363259468,NA,NA,NA
220902_Smp_TN397_S7_1800_U_C,220602_Smp_TN397_S7_1800_U_C,TN397,NPSG,Betonicine,Betonicine,0.0084301090936325,0.05767888207049503,0.06610899116412752,NA,NA,NA
220902_Smp_TN397_S8_U_A,220602_Smp_TN397_S8_U_A,TN397,NPSG,Betonicine,Betonicine,0.00952898264415165,0.02416662344950779,0.03369560609365944,NA,NA,NA
220902_Smp_TN397_S8_U_B,220602_Smp_TN397_S8_U_B,TN397,NPSG,Betonicine,Betonicine,0.00785658622945404,0.03777531341513156,0.0456318996445856,NA,NA,NA
220902_Smp_TN397_S8_U_C,220602_Smp_TN397_S8_U_C,TN397,NPSG,Betonicine,Betonicine,0.00652931661986607,0.02812604538218234,0.03465536200204841,NA,NA,NA
220902_Smp_TN397_S9_600_U_A,220602_Smp_TN397_S9_600_U_A,TN397,Equator,Betonicine,Betonicine,0.01284385247184909,0.05653367947235415,0.06937753194420324,NA,NA,NA
220902_Smp_TN397_S9_600_U_B,220602_Smp_TN397_S9_600_U_B,TN397,Equator,Betonicine,Betonicine,0.01558349577174457,0.06078564488164958,0.07636914065339415,NA,NA,NA
220902_Smp_TN397_S9_600_U_C,220602_Smp_TN397_S9_600_U_C,TN397,Equator,Betonicine,Betonicine,0.01347354717329527,0.06330835279722977,0.07678189997052504,NA,NA,NA
220902_Smp_TN397_S9_1800_U_A,220602_Smp_TN397_S9_1800_U_A,TN397,Equator,Betonicine,Betonicine,0.01380726999554271,0.08441758916841902,0.09822485916396172,NA,NA,NA
220902_Smp_TN397_S9_1800_U_B,220602_Smp_TN397_S9_1800_U_B,TN397,Equator,Betonicine,Betonicine,0.01771257666788305,0.06322848050819148,0.08094105717607453,NA,NA,NA
220902_Smp_TN397_S9_1800_U_C,220602_Smp_TN397_S9_1800_U_C,TN397,Equator,Betonicine,Betonicine,0.01736885414618921,0.09596961256337928,0.11333846670956849,NA,NA,NA
220902_Smp_TN397_S9_BB_A,NA,TN397,Equator,Betonicine,Betonicine,0.00783667768403883,NA,NA,NA,NA,NA
220902_Smp_TN397_S9_BB_B,NA,TN397,Equator,Betonicine,Betonicine,0.00926807484118151,NA,NA,NA,NA,NA
220902_Smp_TN397_S10_U_A,220602_Smp_TN397_S10_U_A,TN397,Equator,Betonicine,Betonicine,0.01073379873988203,0.05706720841430095,0.06780100715418298,NA,NA,NA
220902_Smp_TN397_S10_U_B,220602_Smp_TN397_S10_U_B,TN397,Equator,Betonicine,Betonicine,0.01160056752133443,0.05154953645618357,0.063150103977518,NA,NA,NA
220902_Smp_TN397_S10_U_C,220602_Smp_TN397_S10_U_C,TN397,Equator,Betonicine,Betonicine,0.00746070696959932,0.05352992050360824,0.06099062747320756,NA,NA,NA
220902_Smp_TN397_S11_600_U_A,220602_Smp_TN397_S11_600_U_A,TN397,Equator,Betonicine,Betonicine,0.00867496205268138,0.03832268539144257,0.04699764744412395,NA,NA,NA
220902_Smp_TN397_S11_600_U_B,220602_Smp_TN397_S11_600_U_B,TN397,Equator,Betonicine,Betonicine,0.00826667503518776,0.04672708995324301,0.05499376498843077,NA,NA,NA
220902_Smp_TN397_S11_1800_U_A,220602_Smp_TN397_S11_1800_U_A,TN397,Equator,Betonicine,Betonicine,0.00778262479970968,0.03043076476958949,0.03821338956929917,NA,NA,NA
220902_Smp_TN397_S11_1800_U_B,220602_Smp_TN397_S11_1800_U_B,TN397,Equator,Betonicine,Betonicine,0.0069852756800344,0.03945754497687371,0.04644282065690811,NA,NA,NA
220902_Smp_TN397_S11_1800_U_C,220602_Smp_TN397_S11_1800_U_C,TN397,Equator,Betonicine,Betonicine,0.00892974562343643,0.04309074694252108,0.05202049256595751,NA,NA,NA
220902_Smp_TN397_S12_600_U_A,220602_Smp_TN397_S12_600_U_A,TN397,Equator,Betonicine,Betonicine,0.01222577452347964,0.05293063153942235,0.06515640606290199,NA,NA,NA
220902_Smp_TN397_S12_600_U_B,220602_Smp_TN397_S12_600_U_B,TN397,Equator,Betonicine,Betonicine,0.0102781060179587,0.05824821892629157,0.06852632494425026,NA,NA,NA
220902_Smp_TN397_S12_600_U_C,220602_Smp_TN397_S12_600_U_C,TN397,Equator,Betonicine,Betonicine,0.01277912526941468,0.03982650559295086,0.05260563086236554,NA,NA,NA
220902_Smp_TN397_S12_800_U_A,220602_Smp_TN397_S12_800_U_A,TN397,Equator,Betonicine,Betonicine,0.01044451034859807,0.040717463028344,0.05116197337694207,NA,NA,NA
220902_Smp_TN397_S12_800_U_B,220602_Smp_TN397_S12_800_U_B,TN397,Equator,Betonicine,Betonicine,0.00998504583656613,0.03679066309237215,0.04677570892893829,NA,NA,NA
220902_Smp_TN397_S12_800_U_C,220602_Smp_TN397_S12_800_U_C,TN397,Equator,Betonicine,Betonicine,0.00890012100067477,0.03344017761946957,0.04234029862014434,NA,NA,NA
220902_Smp_TN397_S12_1800_U_A,220602_Smp_TN397_S12_1800_U_A,TN397,Equator,Betonicine,Betonicine,0.0091799533829899,0.05799958277260551,0.06717953615559541,NA,NA,NA
220902_Smp_TN397_S12_1800_U_B,220602_Smp_TN397_S12_1800_U_B,TN397,Equator,Betonicine,Betonicine,0.01407972400745426,0.05847735816447923,0.07255708217193349,NA,NA,NA
220902_Smp_TN397_S12_1800_U_C,220602_Smp_TN397_S12_1800_U_C,TN397,Equator,Betonicine,Betonicine,0.01122408038914849,0.0431850904749385,0.05440917086408699,NA,NA,NA
220902_Smp_TN397_S13_1800_U_A,220602_Smp_TN397_S13_1800_U_A,TN397,Equator,Betonicine,Betonicine,0.01576667240291729,0.07015632465252339,0.08592299705544068,NA,NA,NA
220902_Smp_TN397_S13_1800_U_B,220602_Smp_TN397_S13_1800_U_B,TN397,Equator,Betonicine,Betonicine,0.01789469395370539,0.10596215195090314,0.12385684590460852,NA,NA,NA
220902_Smp_TN397_S13_1800_U_C,220602_Smp_TN397_S13_1800_U_C,TN397,Equator,Betonicine,Betonicine,0.01544131820868357,0.06927811088571838,0.08471942909440194,NA,NA,NA
220902_Smp_TN397_S14_U_A,220602_Smp_TN397_S14_U_A,TN397,Equator,Betonicine,Betonicine,0.01023432141226214,0.0460866308625444,0.05632095227480654,NA,NA,NA
220902_Smp_TN397_S14_U_B,220602_Smp_TN397_S14_U_B,TN397,Equator,Betonicine,Betonicine,0.01117477877694851,0.08294706404470084,0.09412184282164936,NA,NA,NA
220902_Smp_TN397_S14_U_C,220602_Smp_TN397_S14_U_C,TN397,Equator,Betonicine,Betonicine,0.01315894463347782,0.06445194000076089,0.07761088463423871,NA,NA,NA
220902_Smp_TN397_S15_U_A,220602_Smp_TN397_S15_U_A,TN397,Equator,Betonicine,Betonicine,0.01413114130654022,0.07232703359542893,0.08645817490196915,NA,NA,NA
220902_Smp_TN397_S15_U_B,220602_Smp_TN397_S15_U_B,TN397,Equator,Betonicine,Betonicine,0.01081512602413499,0.04837851683721842,0.05919364286135341,NA,NA,NA
220902_Smp_TN397_S15_U_C,220602_Smp_TN397_S15_U_C,TN397,Equator,Betonicine,Betonicine,0.00972010536672385,0.03762499197227859,0.04734509733900244,NA,NA,NA
220902_Smp_TN397_S16_U_A,220602_Smp_TN397_S16_U_A,TN397,NPSG,Betonicine,Betonicine,0.00688543087885326,0.03605556880078491,0.04294099967963816,NA,NA,NA
220902_Smp_TN397_S16_U_B,220602_Smp_TN397_S16_U_B,TN397,NPSG,Betonicine,Betonicine,0.00696868469309953,0.0354905172279115,0.04245920192101103,NA,NA,NA
220902_Smp_TN397_S16_U_C,220602_Smp_TN397_S16_U_C,TN397,NPSG,Betonicine,Betonicine,0.00668463186756072,0.02241912545832396,0.02910375732588468,NA,NA,NA
220902_Smp_TN397_S17_U_A,220602_Smp_TN397_S17_U_A,TN397,NPSG,Betonicine,Betonicine,0.00897705971151494,0.02960913468619867,0.03858619439771361,NA,NA,NA
220902_Smp_TN397_S17_U_B,220602_Smp_TN397_S17_U_B,TN397,NPSG,Betonicine,Betonicine,0.01160362740733705,0.02890134505072369,0.04050497245806074,NA,NA,NA
220902_Smp_TN397_S17_U_C,220602_Smp_TN397_S17_U_C,TN397,NPSG,Betonicine,Betonicine,0.00945393934044596,0.02748531705904877,0.03693925639949473,NA,NA,NA
220902_Smp_TN397_S18_U_A,NA,TN397,NPSG,Betonicine,Betonicine,0.01039826461731432,NA,NA,NA,NA,NA
220902_Smp_TN397_S18_U_B,NA,TN397,NPSG,Betonicine,Betonicine,0.01030924756719089,NA,NA,NA,NA,NA
220902_Smp_TN397_S18_U_C,NA,TN397,NPSG,Betonicine,Betonicine,0.01008679605759772,NA,NA,NA,NA,NA
220902_Smp_TN397_U1_A,220602_Smp_TN397_U1_A,TN397,CC,Betonicine,Betonicine,0.02866456684046716,0.14271686653026505,0.17138143337073222,NA,NA,NA
220902_Smp_TN397_U1_B,220602_Smp_TN397_U1_B,TN397,CC,Betonicine,Betonicine,0.02702497124891776,0.08817030789915263,0.1151952791480704,NA,NA,NA
220902_Smp_TN397_U1_C,220602_Smp_TN397_U1_C,TN397,CC,Betonicine,Betonicine,0.02938533924606899,0.10212787822841272,0.13151321747448172,NA,NA,NA
220902_Smp_TN397_U2_A,220602_Smp_TN397_U2_A,TN397,CC,Betonicine,Betonicine,0.02087609628341281,0.04380033146089582,0.06467642774430862,NA,NA,NA
220902_Smp_TN397_U2_B,220602_Smp_TN397_U2_B,TN397,CC,Betonicine,Betonicine,0.02379918455526919,0.05152252346854253,0.07532170802381172,NA,NA,NA
220902_Smp_TN397_U2_C,220602_Smp_TN397_U2_C,TN397,CC,Betonicine,Betonicine,0.01452992976102211,0.061528120629162,0.07605805039018411,NA,NA,NA
220902_Smp_TN397_U3_A,220602_Smp_TN397_U3_A,TN397,CC,Betonicine,Betonicine,0.01529734937073424,0.0595849579658706,0.07488230733660484,NA,NA,NA
220902_Smp_TN397_U3_B,220602_Smp_TN397_U3_B,TN397,CC,Betonicine,Betonicine,0.01763904209656809,0.0383517624944183,0.05599080459098639,NA,NA,NA
220902_Smp_TN397_U3_C,220602_Smp_TN397_U3_C,TN397,CC,Betonicine,Betonicine,0.01530457354531177,0.06249107530487083,0.0777956488501826,NA,NA,NA
220902_Smp_TN397_U4_A,220602_Smp_TN397_U4_A,TN397,CC,Betonicine,Betonicine,0.01960507340031824,0.11786002684460646,0.1374651002449247,NA,NA,NA
220902_Smp_TN397_U4_B,220602_Smp_TN397_U4_B,TN397,CC,Betonicine,Betonicine,0.02449412829834717,0.17033908229954825,0.19483321059789543,NA,NA,NA
220902_Smp_TN397_U4_C,220602_Smp_TN397_U4_C,TN397,CC,Betonicine,Betonicine,0.0206534153648271,0.16983353109480112,0.1904869464596282,NA,NA,NA
220902_Smp_TN397_U5_A,220602_Smp_TN397_U5_A,TN397,CC,Betonicine,Betonicine,0.03350371090161085,0.05776896275602559,0.09127267365763644,NA,NA,NA
220902_Smp_TN397_U5_B,220602_Smp_TN397_U5_B,TN397,CC,Betonicine,Betonicine,0.02934600225172536,0.06343242407767409,0.09277842632939944,NA,NA,NA
220902_Smp_TN397_U5_C,220602_Smp_TN397_U5_C,TN397,CC,Betonicine,Betonicine,0.00217395046305046,0.07141880041212581,0.07359275087517628,NA,NA,NA
220902_Smp_TN397_U6_A,220602_Smp_TN397_U6_A,TN397,NPSG,Betonicine,Betonicine,0.00967055143408124,0.02971312571420219,0.03938367714828343,NA,NA,NA
220902_Smp_TN397_U6_B,220602_Smp_TN397_U6_B,TN397,NPSG,Betonicine,Betonicine,0.00769311662586758,0.03116049684851376,0.03885361347438133,NA,NA,NA
220902_Smp_TN397_U6_C,220602_Smp_TN397_U6_C,TN397,NPSG,Betonicine,Betonicine,0.01085981678062749,0.05921785954080192,0.07007767632142942,NA,NA,NA
220902_Smp_TN397_U7_A,NA,TN397,NPSG,Betonicine,Betonicine,0.00528010714530772,NA,NA,NA,NA,NA
220902_Smp_TN397_U7_B,NA,TN397,NPSG,Betonicine,Betonicine,0.00529115567675272,NA,NA,NA,NA,NA
220902_Smp_TN397_U7_C,NA,TN397,NPSG,Betonicine,Betonicine,0.00928986997517247,NA,NA,NA,NA,NA
220902_Smp_TN397_U8_BB,NA,TN397,NPSG,Betonicine,Betonicine,0.00853903142311853,NA,NA,NA,NA,NA
220902_Smp_TN397_U9_A,220602_Smp_TN397_U9_A,TN397,NPSG,Betonicine,Betonicine,0.01443881204308667,0.06289678614832012,0.07733559819140678,NA,NA,NA
220902_Smp_TN397_U9_B,220602_Smp_TN397_U9_B,TN397,NPSG,Betonicine,Betonicine,0.01651155338896482,0.04646072933092206,0.06297228271988688,NA,NA,NA
220902_Smp_TN397_U9_C,220602_Smp_TN397_U9_C,TN397,NPSG,Betonicine,Betonicine,0.01056379784166367,0.06970886034561899,0.08027265818728266,NA,NA,NA
220902_Smp_TN397_U10_A,220602_Smp_TN397_U10_A,TN397,Equator,Betonicine,Betonicine,0.01088460526157216,0.05199060649275765,0.06287521175432981,NA,NA,NA
220902_Smp_TN397_U10_B,220602_Smp_TN397_U10_B,TN397,Equator,Betonicine,Betonicine,0.0140098893185999,0.05761213486266107,0.07162202418126097,NA,NA,NA
220902_Smp_TN397_U10_C,220602_Smp_TN397_U10_C,TN397,Equator,Betonicine,Betonicine,0.0126813190572065,0.05385822702200638,0.06653954607921288,NA,NA,NA
220902_Smp_TN397_U11_A,220602_Smp_TN397_U11_A,TN397,Equator,Betonicine,Betonicine,0.01358921707207832,0.07728358028701607,0.09087279735909438,NA,NA,NA
220902_Smp_TN397_U11_B,220602_Smp_TN397_U11_B,TN397,Equator,Betonicine,Betonicine,0.01490905524386803,0.05078704776433909,0.06569610300820712,NA,NA,NA
220902_Smp_TN397_U11_C,220602_Smp_TN397_U11_C,TN397,Equator,Betonicine,Betonicine,0.01232794728112546,0.0716192663959902,0.08394721367711566,NA,NA,NA
220902_Smp_TN397_U12_A,220602_Smp_TN397_U12_A,TN397,Equator,Betonicine,Betonicine,0.01454726177237859,0.09203446642192366,0.10658172819430226,NA,NA,NA
220902_Smp_TN397_U12_B,220602_Smp_TN397_U12_B,TN397,Equator,Betonicine,Betonicine,0.01650277824468243,0.08538126179728774,0.10188404004197016,NA,NA,NA
220902_Smp_TN397_U12_C,220602_Smp_TN397_U12_C,TN397,Equator,Betonicine,Betonicine,0.02220508407506245,0.07883074691055302,0.10103583098561549,NA,NA,NA
220902_Smp_TN397_U13_A,220602_Smp_TN397_U13_A,TN397,Equator,Betonicine,Betonicine,0.00982364185628577,0.03412678763672767,0.04395042949301344,NA,NA,NA
220902_Smp_TN397_U13_B,220602_Smp_TN397_U13_B,TN397,Equator,Betonicine,Betonicine,0.00947646695012299,0.01532754312146354,0.02480401007158653,NA,NA,NA
220902_Smp_TN397_U13_C,220602_Smp_TN397_U13_C,TN397,Equator,Betonicine,Betonicine,0.01097644389505795,0.03701419332149814,0.04799063721655609,NA,NA,NA
220902_Smp_TN397_S1_U_A,220602_Smp_TN397_S1_U_A,TN397,NPSG,Carnitine,Carnitine,0.00873300512476463,0.02516455439268671,0.03389755951745134,NA,NA,NA
220902_Smp_TN397_S1_U_B,220602_Smp_TN397_S1_U_B,TN397,NPSG,Carnitine,Carnitine,0.01069055717985646,0.01537665430874424,0.0260672114886007,NA,NA,NA
220902_Smp_TN397_S1_U_C,220602_Smp_TN397_S1_U_C,TN397,NPSG,Carnitine,Carnitine,0.00936986556737331,0.03168479861058272,0.04105466417795603,NA,NA,NA
220902_Smp_TN397_S2_U_A,220602_Smp_TN397_S2_U_A,TN397,NPSG,Carnitine,Carnitine,0.00724306382382793,0.01937348554454691,0.02661654936837484,NA,NA,NA
220902_Smp_TN397_S2_U_B,220602_Smp_TN397_S2_U_B,TN397,NPSG,Carnitine,Carnitine,0.00847064614054049,0.01878608328430199,0.02725672942484248,NA,NA,NA
220902_Smp_TN397_S2_U_C,220602_Smp_TN397_S2_U_C,TN397,NPSG,Carnitine,Carnitine,0.00911139024854171,0.01363490571741687,0.02274629596595858,NA,NA,NA
220902_Smp_TN397_S3_U_A,220602_Smp_TN397_S3_U_A,TN397,NPSG,Carnitine,Carnitine,0.00569183805976463,0.03434367085324052,0.04003550891300515,NA,NA,NA
220902_Smp_TN397_S3_U_B,220602_Smp_TN397_S3_U_B,TN397,NPSG,Carnitine,Carnitine,0.00673483837438914,0.04969557201667064,0.05643041039105977,NA,NA,NA
220902_Smp_TN397_S3_U_C,220602_Smp_TN397_S3_U_C,TN397,NPSG,Carnitine,Carnitine,0.00781386754656011,0.02934034945137944,0.03715421699793955,NA,NA,NA
220902_Smp_TN397_S4_2400_U_A,220602_Smp_TN397_S4_2400_U_A,TN397,NPSG,Carnitine,Carnitine,0.00990326895346098,0.01500392291269189,0.02490719186615287,NA,NA,NA
220902_Smp_TN397_S4_2400_U_B,220602_Smp_TN397_S4_2400_U_B,TN397,NPSG,Carnitine,Carnitine,0.00767880307026096,0.02077786359097329,0.02845666666123425,NA,NA,NA
220902_Smp_TN397_S4_2400_U_C,220602_Smp_TN397_S4_2400_U_C,TN397,NPSG,Carnitine,Carnitine,0.00936239669990569,0.02102265299831436,0.03038504969822005,NA,NA,NA
220902_Smp_TN397_S4_U_600_A,220602_Smp_TN397_S4_U_600_A,TN397,NPSG,Carnitine,Carnitine,0.00934131717460726,0.01763112699914373,0.02697244417375099,NA,NA,NA
220902_Smp_TN397_S4_U_600_B,220602_Smp_TN397_S4_U_600_B,TN397,NPSG,Carnitine,Carnitine,0.00954522867548546,0.02004219303457203,0.02958742171005748,NA,NA,NA
